,countyFIPS,annual_avg_emplvl
1389314,28163,6397
1389992,28999,33049
1394230,29001,10296
1395063,29003,2555
1395663,29005,1656
1396069,29007,8994
1396934,29009,14551
1397849,29011,3215
1398441,29013,3582
1399096,29015,3527
1399692,29017,1813
1400115,29019,93986
1401658,29021,47157
1402991,29023,18195
1404040,29025,1898
1404459,29027,14380
1405456,29029,16321
1406541,29031,41169
1407913,29033,2381
1408473,29035,1484
1408859,29037,26863
1410083,29039,3087
1410701,29041,1859
1411164,29043,17362
1412308,29045,1426
1412715,29047,104308
1414397,29049,4000
1415071,29051,52860
1416368,29053,4961
1417068,29055,6660
1417796,29057,1715
1418178,29059,2418
1418696,29061,1468
1419151,29063,3048
1419603,29065,3857
1420215,29067,2366
1420689,29069,9163
1421458,29071,39144
1422900,29073,5373
1423588,29075,2258
1424015,29077,167262
1425811,29079,3142
1426412,29081,2501
1426974,29083,7339
1427780,29085,1282
1428145,29087,1279
1428538,29089,2599
1429039,29091,15277
1430135,29093,3388
1430649,29095,370836
1432731,29097,57792
1434222,29099,48174
1435727,29101,15380
1436736,29103,1058
1437055,29105,13925
1438008,29107,8575
1438869,29109,9106
1439729,29111,2590
1440180,29113,11815
1441128,29115,3840
1441736,29117,6381
1442531,29119,7083
1443165,29121,5124
1443855,29123,3627
1444396,29125,1234
1444750,29127,13285
1445702,29129,1701
1445984,29131,7195
1446772,29133,3801
1447311,29135,4059
1447910,29137,1883
1448420,29139,2883
1448982,29141,4262
1449731,29143,6887
1450392,29145,20207
1451491,29147,7676
1452254,29149,2252
1452712,29151,3873
1453193,29153,1471
1453617,29155,5322
1454239,29157,9779
1454979,29159,19255
1456044,29161,18318
1457130,29163,5532
1457866,29165,47290
1459198,29167,8615
1460087,29169,13119
1461021,29171,974
1461363,29173,3464
1461893,29175,9409
1462713,29177,4086
1463374,29179,1968
1463751,29181,2758
1464252,29183,147805
1466033,29185,1584
1466449,29186,5683
1467129,29187,23293
1468273,29189,608602
1470395,29195,8702
1471174,29197,590
1471450,29199,1148
1471846,29201,15635
1472929,29203,1416
1473275,29205,1709
1473685,29207,10086
1474552,29209,6753
1475322,29211,2468
1475685,29213,29105
1476793,29215,5518
1477479,29217,6876
1478294,29219,7500
1479076,29221,4894
1479743,29223,2524
1480208,29225,7506
1481034,29227,356
1481279,29229,4047
1481948,29510,229646
1483839,29999,77756
1488023,30001,3862
1488740,30003,4112
1489255,30005,1406
1489687,30007,1454
1490145,30009,2756
1490854,30011,273
1491024,30013,35425
1492445,30015,1183
1492868,30017,5229
1493628,30019,581
1493891,30021,3653
1494561,30023,3189
1495121,30025,1323
1495512,30027,4563
1496255,30029,43952
1497788,30031,58648
1499450,30033,306
1499652,30035,4105
1500246,30037,186
1500373,30039,946
1500739,30041,6821
1501526,30043,2488
1502121,30045,464
1502353,30047,8902
1503343,30049,35635
1504744,30051,514
1505042,30053,5568
1505870,30055,513
1506111,30057,4127
1506741,30059,639
1507044,30061,1133
1507415,30063,60701
1509000,30065,1227
1509411,30067,6147
1510314,30069,94
1510423,30071,1252
1510828,30073,1638
1511307,30075,496
1511584,30077,2374
1512055,30079,295
1512267,30081,11894
1513445,30083,5375
1514218,30085,3554
1514750,30087,3838
1515239,30089,2857
1515880,30091,1279
1516305,30093,15804
1517418,30095,3233
1518003,30097,1483
1518490,30099,1649
1518972,30101,1868
1519414,30103,199
1519554,30105,3021
1520185,30107,626
1520451,30109,256
1520639,30111,81635
1522251,30999,8066
1526031,31001,15339
1526999,31003,2201
1527452,31005,84
1527545,31007,110
1527611,31009,129
1527711,31011,2373
1528145,31013,3806
1528763,31015,600
1529033,31017,1238
1529427,31019,27375
1530537,31021,1800
1530977,31023,2538
1531432,31025,5814
1532204,31027,2614
1532675,31029,1846
1533084,31031,2293
1533613,31033,4582
1534217,31035,2341
1534688,31037,5110
1535135,31039,3698
1535704,31041,4579
1536317,31043,12761
1537007,31045,3161
1537559,31047,11418
1538326,31049,525
1538553,31051,1702
1538878,31053,17314
1539870,31055,339604
1541770,31057,560
1542052,31059,2187
1542529,31061,737
1542787,31063,798
1543024,31065,1984
1543407,31067,9031
1544279,31069,562
1544565,31071,834
1544887,31073,386
1545120,31075,294
1545279,31077,617
1545527,31079,34880
1546745,31081,3637
1547282,31083,859
1547649,31085,201
1547774,31087,650
1548019,31089,4487
1548702,31091,322
1548860,31093,1610
1549267,31095,3312
1549766,31097,1552
1550126,31099,2209
1550540,31101,3279
1551134,31103,143
1551280,31105,1441
1551647,31107,2923
1552145,31109,171353
1553884,31111,14529
1554943,31113,193
1555086,31115,121
1555179,31117,69
1555252,31119,21733
1556352,31121,2322
1556844,31123,1535
1557242,31125,1063
1557614,31127,3063
1558079,31129,1474
1558471,31131,6076
1559169,31133,741
1559453,31135,1145
1559784,31137,4719
1560391,31139,1963
1560834,31141,19019
1561863,31143,1473
1562236,31145,5026
1562930,31147,2482
1563476,31149,486
1563684,31151,7163
1564265,31153,71440
1565661,31155,5412
1566365,31157,16623
1567440,31159,6164
1568064,31161,1744
1568478,31163,812
1568775,31165,153
1568896,31167,1332
1569173,31169,2399
1569605,31171,264
1569768,31173,2932
1570151,31175,1786
1570590,31177,7838
1571352,31179,4185
1571881,31181,1043
1572210,31183,306
1572350,31185,7759
1573088,31999,21680
1576832,32001,8342
1577680,32003,995906
1579869,32005,19675
1581068,32007,22453
1582142,32009,283
1582265,32011,4542
1582437,32013,7569
1583144,32015,3459
1583469,32017,1270
1583816,32019,12112
1584829,32021,1598
1585125,32023,12074
1586066,32027,1949
1586393,32029,17199
1586862,32031,221790
1588802,32033,4201
1589405,32510,29957
1590688,32999,6655
1593843,33001,25900
1595020,33003,20015
1596176,33005,31641
1597413,33007,11969
1598365,33009,54115
1599772,33011,203979
1601593,33013,77472
1603305,33015,149837
1605125,33017,48356
1606475,33019,13967
1607486,33999,21587
1611557,34001,126911
1613148,34003,444513
1615145,34005,201537
1617071,34007,204761
1618930,34009,41610
1620177,34011,58843
1621589,34013,341663
1623599,34015,110526
1625196,34017,263998
1626982,34019,47085
1628405,34021,252507
1630224,34023,430193
1632253,34025,261326
1634172,34027,291402
1636108,34029,168878
1637893,34031,165808
1639729,34033,20883
1640785,34035,187733
1642473,34037,37945
1643854,34039,226708
1645669,34041,32888
1646994,34999,125799
1651606,35001,329965
1653803,35003,649
1654124,35005,21126
1655414,35006,7596
1656151,35007,4503
1656907,35009,16896
1658058,35011,430
1658368,35013,72730
1660053,35015,30379
1661250,35017,9151
1662147,35019,1509
1662499,35021,162
1662632,35023,1665
1663056,35025,31778
1664204,35027,6410
1665098,35028,16333
1665769,35029,7597
1666514,35031,20536
1667547,35033,700
1667872,35035,17258
1669036,35037,2581
1669656,35039,9829
1670586,35041,5900
1671287,35043,30259
1672651,35045,47280
1674083,35047,8107
1674894,35049,61314
1676632,35051,3364
1677235,35053,5183
1677833,35055,10813
1678933,35057,3090
1679540,35059,1323
1680015,35061,15055
1681074,35999,20880
1685361,36001,233634
1687190,36003,13209
1688024,36005,320597
1689683,36007,86158
1691181,36009,28990
1692397,36011,25494
1693611,36013,48633
1695007,36015,35223
1696214,36017,17347
1697171,36019,34480
1698448,36021,21970
1699670,36023,18062
1700635,36025,14652
1701559,36027,113249
1703172,36029,470229
1705282,36031,14620
1706214,36033,18003
1707144,36035,16794
1708143,36037,23436
1709292,36039,14754
1710274,36041,1785
1710643,36043,16668
1711652,36045,41026
1713014,36047,767261
1715017,36049,6550
1715692,36051,20625
1716775,36053,21346
1717879,36055,388737
1719815,36057,19600
1720796,36059,633147
1722807,36061,2464186
1724866,36063,72375
1726445,36065,105610
1728093,36067,245982
1729974,36069,53407
1731399,36071,145122
1733265,36073,12311
1734091,36075,34053
1735302,36077,23660
1736385,36079,26048
1737595,36081,704073
1739510,36083,53759
1740902,36085,122908
1742374,36087,126330
1743987,36089,35730
1745161,36091,88883
1746677,36093,62698
1748074,36095,8959
1748890,36097,4977
1749507,36099,12549
1750368,36101,37083
1751581,36103,661066
1753726,36105,28541
1754837,36107,13375
1755747,36109,50579
1757078,36111,61027
1758605,36113,38240
1759810,36115,15461
1760762,36117,28183
1761975,36119,429127
1763895,36121,13470
1764737,36123,7138
1765533,36999,159643
1770280,37001,61150
1771692,37003,9144
1772405,37005,3175
1772960,37007,7079
1773607,37009,7191
1774366,37011,6856
1775042,37013,15682
1776026,37015,5726
1776542,37017,13117
1777286,37019,32400
1778535,37021,132579
1780295,37023,29165
1781401,37025,77218
1782870,37027,25218
1783925,37029,1208
1784344,37031,23456
1785500,37033,3016
1786011,37035,88303
1787542,37037,14889
1788628,37039,8090
1789434,37041,4637
1790082,37043,2046
1790575,37045,35146
1791817,37047,15058
1792694,37049,39093
1793959,37051,119653
1795471,37053,7136
1796224,37055,19303
1797244,37057,43830
1798593,37059,12846
1799479,37061,19154
1800327,37063,205004
1801860,37065,16065
1802741,37067,186592
1804409,37069,12306
1805362,37071,74606
1806857,37073,1473
1807252,37075,2080
1807649,37077,21111
1808576,37079,4214
1809129,37081,281564
1810980,37083,15478
1811886,37085,25312
1812994,37087,17652
1814036,37089,38800
1815417,37091,9028
1816103,37093,8430
1816807,37095,1895
1817242,37097,73854
1818846,37099,13826
1819719,37101,48718
1821069,37103,1693
1821527,37105,26087
1822624,37107,28483
1823716,37109,23026
1824880,37111,16285
1825749,37113,11169
1826669,37115,3824
1827269,37117,6672
1827947,37119,695619
1830014,37121,4646
1830644,37123,9231
1831342,37125,36097
1832585,37127,40326
1833844,37129,114472
1835436,37131,5311
1835921,37133,48464
1837149,37135,72882
1838481,37137,3329
1839008,37139,15583
1839956,37141,12007
1840955,37143,2122
1841455,37145,9780
1842252,37147,77092
1843698,37149,4956
1844439,37151,44876
1845753,37153,13418
1846653,37155,38585
1847754,37157,25107
1848829,37159,48466
1850232,37161,18334
1851321,37163,18452
1852248,37165,11811
1852988,37167,19219
1854036,37169,7496
1854796,37171,29233
1855937,37173,10086
1856583,37175,9043
1857472,37177,1120
1857770,37179,64041
1859328,37181,14485
1860223,37183,560465
1862173,37185,3055
1862643,37187,3290
1863139,37189,23614
1864196,37191,41979
1865458,37193,21926
1866470,37195,36336
1867640,37197,9900
1868440,37199,4416
1869039,37999,122313
1873180,38001,958
1873552,38003,4518
1874245,38005,1932
1874558,38007,481
1874728,38009,2401
1875255,38011,1483
1875733,38013,710
1876024,38015,55842
1877510,38017,118119
1879221,38019,1403
1879632,38021,1868
1880076,38023,823
1880412,38025,1975
1880793,38027,736
1881086,38029,936
1881462,38031,1631
1881856,38033,644
1882153,38035,40205
1883563,38037,549
1883820,38039,831
1884131,38041,705
1884432,38043,672
1884728,38045,1360
1885133,38047,635
1885399,38049,1272
1885785,38051,1046
1886160,38053,10568
1886807,38055,3442
1887365,38057,4598
1887929,38059,11397
1888855,38061,5954
1889477,38063,972
1889808,38065,713
1890031,38067,3474
1890584,38069,1731
1891036,38071,5700
1891811,38073,2104
1892258,38075,726
1892591,38077,7884
1893361,38079,4381
1893897,38081,3382
1894242,38083,230
1894431,38085,1552
1894668,38087,131
1894755,38089,19381
1895803,38091,590
1896051,38093,11099
1897009,38095,749
1897305,38097,3419
1897839,38099,4996
1898477,38101,31812
1899818,38103,1477
1900233,38105,28773
1901336,38999,2610
1904932,39001,6070
1905711,39003,50828
1907147,39005,18731
1908235,39007,30787
1909553,39009,20775
1910658,39011,21681
1911653,39013,22615
1912815,39015,8127
1913628,39017,155213
1915420,39019,6113
1916211,39021,10858
1917108,39023,47964
1918511,39025,59393
1920003,39027,17848
1920967,39029,29596
1922299,39031,10155
1923255,39033,12488
1924261,39035,726917
1926518,39037,18475
1927633,39039,15706
1928604,39041,88543
1930159,39043,37417
1931500,39045,43855
1932925,39047,11541
1933736,39049,756883
1935980,39051,18563
1936997,39053,11140
1937839,39055,35288
1939226,39057,75963
1940712,39059,15334
1941746,39061,518172
1943861,39063,45606
1945144,39065,8273
1945890,39067,3858
1946518,39069,11023
1947382,39071,10570
1948247,39073,6569
1949033,39075,19836
1950147,39077,21199
1951265,39079,10245
1952114,39081,20382
1953228,39083,20273
1954399,39085,95898
1956058,39087,12489
1956998,39089,59960
1958549,39091,19818
1959556,39093,98188
1961341,39095,209708
1963244,39097,17401
1964189,39099,97098
1965871,39101,25034
1967009,39103,61127
1968580,39105,3645
1969146,39107,20621
1970160,39109,40801
1971507,39111,2801
1972093,39113,254513
1974019,39115,2763
1974504,39117,5241
1975196,39119,33304
1976459,39121,3050
1977022,39123,13842
1978063,39125,4866
1978689,39127,6441
1979446,39129,14033
1980447,39131,9821
1981169,39133,54703
1982699,39135,10751
1983562,39137,11835
1984394,39139,50641
1985859,39141,29081
1986969,39143,26015
1988137,39145,23271
1989229,39147,19458
1990343,39149,27427
1991372,39151,160016
1993235,39153,266964
1995196,39155,66676
1996797,39157,36565
1998208,39159,34319
1999343,39161,11169
2000214,39163,2274
2000661,39165,94139
2002337,39167,25208
2003571,39169,48426
2005044,39171,17532
2006039,39173,66051
2007548,39175,9509
2008347,39999,120533
2012949,40001,4502
2013506,40003,1511
2013861,40005,3377
2014435,40007,1732
2014829,40009,10423
2015623,40011,3127
2016183,40013,18310
2017134,40015,7650
2017875,40017,36684
2019238,40019,23712
2020409,40021,15516
2021259,40023,4261
2021891,40025,734
2022174,40027,81487
2023688,40029,1189
2024014,40031,41909
2025346,40033,1564
2025663,40035,5425
2026328,40037,18756
2027496,40039,12879
2028437,40041,8788
2029301,40043,1763
2029746,40045,1214
2030110,40047,24297
2031334,40049,9825
2032086,40051,13125
2033117,40053,1378
2033480,40055,1080
2033807,40057,646
2034069,40059,1080
2034426,40061,3324
2034902,40063,3081
2035426,40065,9470
2036279,40067,1135
2036655,40069,4468
2037155,40071,17931
2038251,40073,6815
2038947,40075,1859
2039430,40077,2405
2039874,40079,12535
2040793,40081,6643
2041539,40083,7511
2042400,40085,6157
2042870,40087,9734
2043781,40089,10874
2044574,40091,3931
2045184,40093,2550
2045660,40095,4205
2046208,40097,13093
2047188,40099,5743
2047823,40101,29457
2049003,40103,4709
2049539,40105,1769
2049969,40107,2374
2050424,40109,456678
2052687,40111,9558
2053604,40113,6553
2054386,40115,12290
2055327,40117,3547
2055857,40119,33553
2057139,40121,16816
2058186,40123,18548
2059268,40125,22391
2060393,40127,2549
2060888,40129,883
2061229,40131,27188
2062460,40133,7369
2063175,40135,8855
2063961,40137,14382
2064890,40139,9778
2065595,40141,1794
2066001,40143,356691
2068062,40145,9093
2068910,40147,19288
2069916,40149,1973
2070388,40151,3400
2071013,40153,8801
2071923,40999,24194
2076078,41001,5544
2076946,41003,38072
2078218,41005,166077
2080205,41007,18808
2081363,41009,11635
2082399,41011,23091
2083669,41013,5893
2084494,41015,6576
2085334,41017,83189
2087157,41019,38522
2088529,41021,815
2088850,41023,2482
2089422,41025,2464
2089957,41027,14247
2090974,41029,89753
2092763,41031,6939
2093529,41033,27669
2094814,41035,23277
2096146,41037,2549
2096704,41039,156774
2098669,41041,18515
2099851,41043,47341
2101336,41045,12874
2102293,41047,156036
2104243,41049,6245
2104808,41051,512206
2107110,41053,20442
2108227,41055,856
2108528,41057,9653
2109451,41059,30897
2110711,41061,10173
2111632,41063,2572
2112266,41065,11647
2113274,41067,295495
2115201,41069,316
2115398,41071,36324
2116739,41999,24840
2121033,42001,35052
2122316,42003,701729
2124454,42005,16500
2125608,42007,52956
2127022,42009,15576
2128045,42011,173551
2129921,42013,58374
2131359,42015,22981
2132381,42017,266495
2134366,42019,86077
2135931,42021,50796
2137384,42023,1936
2137729,42025,16511
2138710,42027,68868
2140202,42029,251021
2142119,42031,13204
2143054,42033,29970
2144239,42035,13358
2145182,42037,24843
2146365,42039,30159
2147666,42041,134480
2149304,42043,184687
2151025,42045,224808
2152818,42047,14995
2153718,42049,122028
2155478,42051,39224
2156802,42053,1994
2157147,42055,59587
2158625,42057,5934
2159181,42059,12893
2160000,42061,12554
2160914,42063,29638
2162134,42065,15841
2163096,42067,6835
2163787,42069,98101
2165388,42071,242383
2167319,42073,28607
2168543,42075,50423
2169962,42077,193040
2171761,42079,144969
2173462,42081,51378
2174925,42083,15179
2175856,42085,46266
2177238,42087,15815
2178268,42089,56529
2179759,42091,496676
2181755,42093,15614
2182428,42095,115498
2184171,42097,27740
2185370,42099,7788
2186164,42101,687903
2188212,42103,11506
2189125,42105,5463
2189778,42107,49398
2191119,42109,16435
2192095,42111,24275
2193296,42113,1569
2193747,42115,9069
2194610,42117,12542
2195557,42119,17738
2196505,42121,17873
2197557,42123,14521
2198483,42125,88056
2200112,42127,15099
2201165,42129,133713
2202925,42131,9592
2203753,42133,179411
2205600,42999,172159
2208954,44001,13658
2210032,44003,75892
2211563,44005,40807
2212928,44007,287533
2214877,44009,53170
2216418,44999,10509
2220477,45001,5480
2221069,45003,60521
2222459,45005,2896
2222843,45007,65078
2224349,45009,3749
2224846,45011,5521
2225441,45013,67390
2227005,45015,52886
2228474,45017,4613
2228999,45019,254079
2231028,45021,21304
2231963,45023,9473
2232749,45025,15322
2233549,45027,6879
2234235,45029,10717
2235059,45031,20933
2236081,45033,8850
2236697,45035,35925
2237985,45037,5442
2238605,45039,5890
2239214,45041,64771
2240669,45043,23836
2241808,45045,275231
2243819,45047,28687
2244918,45049,4684
2245491,45051,131240
2247166,45053,9836
2247952,45055,17393
2249039,45057,24918
2250075,45059,22515
2251008,45061,3725
2251468,45063,119766
2253127,45065,1753
2253487,45067,6904
2254187,45069,6838
2254753,45071,14552
2255655,45073,24242
2256782,45075,28478
2257936,45077,36637
2259152,45079,223016
2261096,45081,4662
2261604,45083,141952
2263341,45085,37783
2264633,45087,7942
2265299,45089,9168
2265986,45091,95839
2267707,45999,62369
2271981,46003,946
2272260,46005,8660
2273105,46007,839
2273420,46009,1723
2273891,46011,18635
2274963,46013,20649
2276165,46015,1939
2276676,46017,520
2276821,46019,2876
2277472,46021,436
2277728,46023,3409
2278322,46025,1034
2278709,46027,5978
2279383,46029,16058
2280484,46031,828
2280716,46033,2434
2281337,46035,12159
2282275,46037,1898
2282802,46039,1317
2283217,46041,2156
2283626,46043,1060
2283963,46045,1159
2284363,46047,2474
2284979,46049,621
2285253,46051,3834
2285873,46053,1490
2286338,46055,771
2286667,46057,2009
2287103,46059,1391
2287512,46061,626
2287782,46063,463
2288004,46065,10672
2289033,46067,2609
2289510,46069,555
2289731,46071,712
2289993,46073,1461
2290320,46075,426
2290552,46077,1695
2290990,46079,5022
2291736,46081,11714
2292806,46083,22959
2294013,46085,1382
2294337,46087,1292
2294788,46089,575
2295050,46091,1623
2295478,46093,7199
2296468,46095,329
2296654,46097,751
2296974,46099,126800
2298720,46101,2613
2299198,46102,3688
2299520,46103,57449
2301163,46105,1111
2301557,46107,824
2301901,46109,3590
2302491,46111,541
2302724,46115,2375
2303223,46117,1233
2303599,46119,598
2303838,46121,2949
2304176,46123,2264
2304697,46125,2079
2305214,46127,9824
2306020,46129,2174
2306577,46135,12883
2307546,46137,303
2307706,46999,2261
2311023,47001,39287
2312151,47003,16274
2313080,47005,4068
2313677,47007,2121
2314058,47009,49666
2315410,47011,42152
2316688,47013,9457
2317487,47015,2203
2317989,47017,7219
2318645,47019,11145
2319462,47021,8515
2320293,47023,3687
2320806,47025,9023
2321547,47027,1458
2321891,47029,7736
2322605,47031,26570
2323705,47033,3731
2324205,47035,17849
2325195,47037,495791
2327185,47039,3645
2327660,47041,5788
2328250,47043,17605
2329198,47045,15310
2330136,47047,7851
2330945,47049,4892
2331475,47051,11610
2332402,47053,14061
2333349,47055,10512
2334170,47057,4009
2334668,47059,25230
2335730,47061,2033
2336130,47063,31280
2337250,47065,205565
2339140,47067,848
2339388,47069,6623
2340011,47071,8069
2340791,47073,12859
2341601,47075,4961
2342193,47077,7852
2342962,47079,11629
2343854,47081,3710
2344458,47083,1473
2344772,47085,5891
2345411,47087,1403
2345770,47089,13112
2346644,47091,4238
2347168,47093,239190
2349032,47095,1723
2349336,47097,6723
2349953,47099,10386
2350836,47101,2725
2351353,47103,9956
2352177,47105,15419
2353193,47107,18028
2354170,47109,5324
2354846,47111,4980
2355442,47113,59068
2356790,47115,7578
2357500,47117,9723
2358276,47119,35500
2359572,47121,2151
2359916,47123,14313
2360777,47125,54380
2362166,47127,2060
2362463,47129,3057
2362912,47131,10824
2363785,47133,5070
2364393,47135,1965
2364751,47137,1118
2365039,47139,2306
2365539,47141,36660
2366806,47143,10510
2367538,47145,18166
2368432,47147,22229
2369503,47149,130010
2371102,47151,5879
2371731,47153,2959
2372228,47155,47331
2373455,47157,499276
2375487,47159,5337
2376086,47161,2586
2376539,47163,68399
2377986,47165,53971
2379481,47167,11146
2380355,47169,1885
2380735,47171,4838
2381277,47173,2436
2381787,47175,806
2382020,47177,12687
2382928,47179,61447
2384292,47181,3645
2384761,47183,11178
2385573,47185,7131
2386249,47187,135127
2387834,47189,45902
2389180,47999,51773
2394033,48001,20268
2395283,48003,7587
2395947,48005,35312
2397198,48007,5292
2397938,48009,1788
2398396,48011,399
2398622,48013,13518
2399524,48015,10209
2400636,48017,2615
2401117,48019,3343
2401839,48021,18452
2403031,48023,1194
2403476,48025,8904
2404251,48027,118632
2405942,48029,866345
2408257,48031,3194
2408898,48033,203
2409086,48035,3660
2409754,48037,41316
2411092,48039,112612
2412765,48041,105294
2414378,48043,3896
2415042,48045,333
2415292,48047,2536
2415706,48049,15806
2416729,48051,4464
2417416,48053,14317
2418564,48055,9054
2419525,48057,11824
2420427,48059,2564
2420948,48061,139199
2422692,48063,3827
2423193,48065,4811
2423612,48067,7682
2424345,48069,2587
2424795,48071,15727
2425684,48073,14638
2426675,48075,2547
2427141,48077,1448
2427577,48079,652
2427857,48081,712
2428167,48083,2015
2428712,48085,416028
2430618,48087,873
2430999,48089,6823
2431819,48091,56907
2433375,48093,3681
2433942,48095,612
2434222,48097,14486
2435294,48099,16314
2436375,48101,404
2436615,48103,1382
2436922,48105,1513
2437370,48107,1367
2437749,48109,1124
2438121,48111,4560
2438733,48113,1708032
2441117,48115,4291
2441757,48117,7618
2442438,48119,1036
2442770,48121,246363
2444720,48123,7771
2445479,48125,447
2445683,48127,6624
2446224,48129,986
2446601,48131,3609
2447012,48133,8075
2447772,48135,78468
2449147,48137,397
2449398,48139,51932
2450897,48141,306358
2452960,48143,17043
2454045,48145,3210
2454603,48147,7770
2455410,48149,9379
2456318,48151,838
2456671,48153,1629
2457100,48155,372
2457355,48157,189321
2459250,48159,3062
2459729,48161,4716
2460392,48163,7483
2461044,48165,6325
2461794,48167,109295
2463507,48169,1836
2463922,48171,10790
2464973,48173,664
2465184,48175,1296
2465631,48177,7231
2466357,48179,7761
2467143,48181,46658
2468660,48183,74461
2470177,48185,7342
2470948,48187,41670
2472417,48189,11949
2473328,48191,813
2473661,48193,2552
2474189,48195,2220
2474612,48197,1245
2474986,48199,12991
2475848,48201,2307039
2478298,48203,23559
2479395,48205,2562
2479753,48207,1539
2480233,48209,70203
2481811,48211,2248
2482300,48213,17181
2483471,48215,261227
2485416,48217,9946
2486340,48219,10050
2487031,48221,16241
2488174,48223,12706
2489169,48225,6892
2490157,48227,13178
2491185,48229,1328
2491486,48231,29662
2492734,48233,8257
2493468,48235,877
2493704,48237,3604
2494217,48239,5831
2494886,48241,9865
2495748,48243,930
2496021,48245,123013
2497685,48247,1652
2498061,48249,16548
2498877,48251,47043
2500418,48253,2973
2501032,48255,6344
2501652,48257,31160
2502965,48259,16261
2504086,48261,572
2504219,48263,269
2504374,48265,18176
2505611,48267,1285
2506058,48269,118
2506163,48271,989
2506435,48273,11632
2507318,48275,1103
2507719,48277,21632
2508793,48279,3994
2509321,48281,4536
2510014,48283,3746
2510402,48285,5655
2511148,48287,7144
2511813,48289,4804
2512442,48291,18016
2513451,48293,7820
2514121,48295,1348
2514390,48297,3766
2514921,48299,4698
2515663,48301,125
2515765,48303,139727
2517531,48305,1629
2517931,48307,2954
2518495,48309,113463
2520311,48311,494
2520543,48313,4451
2521119,48315,1963
2521505,48317,2374
2521948,48319,1070
2522341,48321,10845
2523288,48323,17844
2524221,48325,9831
2525155,48327,414
2525453,48329,103858
2527038,48331,5320
2527759,48333,1251
2528154,48335,1932
2528620,48337,4795
2529358,48339,186706
2531247,48341,11002
2532042,48343,3610
2532499,48345,316
2532733,48347,22609
2533931,48349,16992
2535034,48351,1288
2535384,48353,5964
2536079,48355,164019
2537927,48357,4568
2538548,48359,983
2538825,48361,22667
2539979,48363,8736
2540837,48365,8878
2541593,48367,33744
2543027,48369,5833
2543543,48371,5734
2544237,48373,11375
2545192,48375,77646
2546809,48377,2127
2547262,48379,1974
2547774,48381,31624
2549015,48383,2043
2549368,48385,746
2549655,48387,2629
2550147,48389,7613
2550827,48391,2287
2551287,48393,256
2551476,48395,4211
2552098,48397,30788
2553387,48399,2867
2553877,48401,13479
2554818,48403,2291
2555301,48405,1816
2555672,48407,2066
2556184,48409,18720
2557200,48411,1862
2557675,48413,807
2557981,48415,6689
2558708,48417,1370
2559097,48419,8321
2559854,48421,995
2560209,48423,103578
2561854,48425,3777
2562352,48427,15190
2563091,48429,3194
2563665,48431,526
2563938,48433,479
2564214,48435,1816
2564591,48437,1908
2565024,48439,897988
2567291,48441,62354
2568848,48443,272
2569049,48445,3765
2569655,48447,449
2569887,48449,15790
2570781,48451,48054
2572316,48453,749932
2574592,48455,2240
2575057,48457,3733
2575680,48459,6887
2576445,48461,1575
2576717,48463,9810
2577654,48465,17911
2578776,48467,11174
2579771,48469,39058
2581159,48471,24830
2582219,48473,17251
2583255,48475,5701
2583810,48477,14795
2584861,48479,101421
2586314,48481,15916
2587338,48483,2118
2587763,48485,54887
2589335,48487,5967
2590011,48489,3584
2590602,48491,173143
2592378,48493,8519
2593234,48495,3539
2593677,48497,20398
2594782,48499,10006
2595722,48501,3615
2596230,48503,6804
2597028,48505,3607
2597427,48507,2503
2597861,48999,285715
2602845,49001,2809
2603343,49003,21101
2604502,49005,55723
2606014,49007,8451
2606883,49009,372
2607064,49011,129895
2608865,49013,7737
2609656,49015,3221
2610131,49017,2375
2610568,49019,5867
2611393,49021,18460
2612658,49023,3691
2613257,49025,3547
2613819,49027,4801
2614457,49029,2459
2615066,49031,279
2615233,49033,875
2615563,49035,701784
2617909,49037,4275
2618544,49039,8022
2619385,49041,9010
2620233,49043,27330
2621536,49045,16072
2622649,49047,12811
2623676,49049,243379
2625720,49051,9377
2626721,49053,67486
2628406,49055,1052
2628737,49057,106235
2632648,50001,14973
2633762,50003,17340
2634919,50005,10692
2635988,50007,102477
2637754,50009,1104
2638139,50011,17835
2639204,50013,1194
2639682,50015,12016
2640711,50017,7753
2641570,50019,11008
2642527,50021,26883
2643894,50023,33409
2645345,50025,21562
2646573,50027,23283
2647877,50999,8806
2651549,51001,13464
2652539,51003,56453
2653936,51005,3770
2654547,51007,2506
2655087,51009,8109
2655880,51011,3272
2656478,51013,178158
2658029,51015,27582
2659254,51017,2246
2659624,51019,18983
2660873,51021,1961
2661212,51023,10764
2662111,51025,3605
2662709,51027,6625
2663357,51029,3244
2663844,51031,17177
2664884,51033,5858
2665585,51035,6402
2666261,51036,1714
2666668,51037,2821
2667137,51041,138428
2668825,51043,3870
2669467,51045,733
2669768,51047,15951
2670891,51049,1306
2671269,51051,3258
2671746,51053,8893
2672379,51057,3714
2672971,51059,612537
2674977,51061,22417
2676168,51063,3464
2676785,51065,4299
2677453,51067,15227
2678474,51069,31997
2679683,51071,4606
2680275,51073,9521
2681210,51075,16366
2682016,51077,2980
2682517,51079,3680
2683106,51081,4530
2683524,51083,11857
2684460,51085,52764
2685931,51087,191595
2687702,51089,16111
2688638,51091,472
2688948,51093,10865
2689742,51095,30233
2690910,51097,1093
2691288,51099,11684
2691983,51101,4004
2692586,51103,4522
2693259,51105,4274
