state_fips,county_fips,date,lf,emp,unemp,ur
16.0,21.0,2019-03-01,"      5,244 ","      4,892 ",      352 ,     6.7
16.0,23.0,2019-03-01,"      1,352 ","      1,306 ",       46 ,     3.4
16.0,25.0,2019-03-01,        678 ,        656 ,       22 ,     3.2
16.0,27.0,2019-03-01,"    103,167 ","     99,515 ","    3,652 ",     3.5
16.0,29.0,2019-03-01,"      4,049 ","      3,924 ",      125 ,     3.1
16.0,31.0,2019-03-01,"     11,737 ","     11,412 ",      325 ,     2.8
16.0,33.0,2019-03-01,        352 ,        337 ,       15 ,     4.3
16.0,35.0,2019-03-01,"      2,971 ","      2,625 ",      346 ,    11.6
16.0,37.0,2019-03-01,"      2,000 ","      1,873 ",      127 ,     6.4
16.0,39.0,2019-03-01,"     11,278 ","     10,841 ",      437 ,     3.9
16.0,41.0,2019-03-01,"      7,048 ","      6,866 ",      182 ,     2.6
16.0,43.0,2019-03-01,"      7,720 ","      7,470 ",      250 ,     3.2
16.0,45.0,2019-03-01,"      8,225 ","      7,900 ",      325 ,     4.0
16.0,47.0,2019-03-01,"      8,111 ","      7,846 ",      265 ,     3.3
16.0,49.0,2019-03-01,"      6,447 ","      6,035 ",      412 ,     6.4
16.0,51.0,2019-03-01,"     13,636 ","     13,264 ",      372 ,     2.7
16.0,53.0,2019-03-01,"     12,105 ","     11,728 ",      377 ,     3.1
16.0,55.0,2019-03-01,"     78,371 ","     74,475 ","    3,896 ",     5.0
16.0,57.0,2019-03-01,"     20,913 ","     20,158 ",      755 ,     3.6
16.0,59.0,2019-03-01,"      3,395 ","      3,158 ",      237 ,     7.0
16.0,61.0,2019-03-01,"      1,599 ","      1,478 ",      121 ,     7.6
16.0,63.0,2019-03-01,"      2,654 ","      2,519 ",      135 ,     5.1
16.0,65.0,2019-03-01,"     21,680 ","     21,249 ",      431 ,     2.0
16.0,67.0,2019-03-01,"     11,056 ","     10,735 ",      321 ,     2.9
16.0,69.0,2019-03-01,"     20,939 ","     20,161 ",      778 ,     3.7
16.0,71.0,2019-03-01,"      2,267 ","      2,207 ",       60 ,     2.6
16.0,73.0,2019-03-01,"      5,374 ","      5,161 ",      213 ,     4.0
16.0,75.0,2019-03-01,"     11,556 ","     11,095 ",      461 ,     4.0
16.0,77.0,2019-03-01,"      3,874 ","      3,737 ",      137 ,     3.5
16.0,79.0,2019-03-01,"      5,298 ","      4,886 ",      412 ,     7.8
16.0,81.0,2019-03-01,"      6,083 ","      5,911 ",      172 ,     2.8
16.0,83.0,2019-03-01,"     40,915 ","     39,597 ","    1,318 ",     3.2
16.0,85.0,2019-03-01,"      5,407 ","      5,104 ",      303 ,     5.6
16.0,87.0,2019-03-01,"      4,529 ","      4,286 ",      243 ,     5.4
17.0,1.0,2019-03-01,"     32,630 ","     31,354 ","    1,276 ",     3.9
17.0,3.0,2019-03-01,"      2,053 ","      1,922 ",      131 ,     6.4
17.0,5.0,2019-03-01,"      7,759 ","      7,411 ",      348 ,     4.5
17.0,7.0,2019-03-01,"     26,580 ","     24,840 ","    1,740 ",     6.5
17.0,9.0,2019-03-01,"      2,950 ","      2,869 ",       81 ,     2.7
17.0,11.0,2019-03-01,"     17,300 ","     16,308 ",      992 ,     5.7
17.0,13.0,2019-03-01,"      2,320 ","      2,196 ",      124 ,     5.3
17.0,15.0,2019-03-01,"      7,076 ","      6,701 ",      375 ,     5.3
17.0,17.0,2019-03-01,"      6,127 ","      5,807 ",      320 ,     5.2
17.0,19.0,2019-03-01,"    110,426 ","    105,777 ","    4,649 ",     4.2
17.0,21.0,2019-03-01,"     14,758 ","     13,943 ",      815 ,     5.5
17.0,23.0,2019-03-01,"      7,690 ","      7,262 ",      428 ,     5.6
17.0,25.0,2019-03-01,"      6,413 ","      6,085 ",      328 ,     5.1
17.0,27.0,2019-03-01,"     20,399 ","     19,651 ",      748 ,     3.7
17.0,29.0,2019-03-01,"     24,477 ","     23,364 ","    1,113 ",     4.5
17.0,31.0,2019-03-01,"  2,602,041 ","  2,498,789 ","  103,252 ",     4.0
17.0,33.0,2019-03-01,"      9,004 ","      8,620 ",      384 ,     4.3
17.0,35.0,2019-03-01,"      6,145 ","      5,885 ",      260 ,     4.2
17.0,37.0,2019-03-01,"     55,133 ","     52,489 ","    2,644 ",     4.8
17.0,39.0,2019-03-01,"      7,517 ","      7,105 ",      412 ,     5.5
17.0,41.0,2019-03-01,"     10,232 ","      9,824 ",      408 ,     4.0
17.0,43.0,2019-03-01,"    508,860 ","    493,307 ","   15,553 ",     3.1
17.0,45.0,2019-03-01,"      9,066 ","      8,612 ",      454 ,     5.0
17.0,47.0,2019-03-01,"      2,708 ","      2,574 ",      134 ,     4.9
17.0,49.0,2019-03-01,"     19,408 ","     18,639 ",      769 ,     4.0
17.0,51.0,2019-03-01,"      9,896 ","      9,370 ",      526 ,     5.3
17.0,53.0,2019-03-01,"      6,520 ","      6,182 ",      338 ,     5.2
17.0,55.0,2019-03-01,"     16,584 ","     15,554 ","    1,030 ",     6.2
17.0,57.0,2019-03-01,"     15,281 ","     14,275 ","    1,006 ",     6.6
17.0,59.0,2019-03-01,"      2,379 ","      2,250 ",      129 ,     5.4
17.0,61.0,2019-03-01,"      6,000 ","      5,706 ",      294 ,     4.9
17.0,63.0,2019-03-01,"     25,622 ","     24,279 ","    1,343 ",     5.2
17.0,65.0,2019-03-01,"      4,459 ","      4,241 ",      218 ,     4.9
17.0,67.0,2019-03-01,"      8,367 ","      7,893 ",      474 ,     5.7
17.0,69.0,2019-03-01,"      1,320 ","      1,221 ",       99 ,     7.5
17.0,71.0,2019-03-01,"      3,584 ","      3,363 ",      221 ,     6.2
17.0,73.0,2019-03-01,"     25,082 ","     23,648 ","    1,434 ",     5.7
