state_fips,county_fips,date,lf,emp,unemp,ur
21.0,211.0,2019-09-01,"     25,676 ","     24,857 ",      819 ,     3.2
21.0,213.0,2019-09-01,"      8,957 ","      8,529 ",      428 ,     4.8
21.0,215.0,2019-09-01,"     10,287 ","      9,951 ",      336 ,     3.3
21.0,217.0,2019-09-01,"     12,692 ","     12,191 ",      501 ,     3.9
21.0,219.0,2019-09-01,"      5,456 ","      5,274 ",      182 ,     3.3
21.0,221.0,2019-09-01,"      6,012 ","      5,776 ",      236 ,     3.9
21.0,223.0,2019-09-01,"      3,892 ","      3,742 ",      150 ,     3.9
21.0,225.0,2019-09-01,"      6,103 ","      5,869 ",      234 ,     3.8
21.0,227.0,2019-09-01,"     65,784 ","     63,620 ","    2,164 ",     3.3
21.0,229.0,2019-09-01,"      6,223 ","      6,004 ",      219 ,     3.5
21.0,231.0,2019-09-01,"      7,386 ","      7,015 ",      371 ,     5.0
21.0,233.0,2019-09-01,"      5,730 ","      5,528 ",      202 ,     3.5
21.0,235.0,2019-09-01,"     13,699 ","     13,054 ",      645 ,     4.7
21.0,237.0,2019-09-01,"      1,982 ","      1,867 ",      115 ,     5.8
21.0,239.0,2019-09-01,"     14,850 ","     14,427 ",      423 ,     2.8
22.0,1.0,2019-09-01,"     24,053 ","     22,718 ","    1,335 ",     5.6
22.0,3.0,2019-09-01,"      8,928 ","      8,427 ",      501 ,     5.6
22.0,5.0,2019-09-01,"     63,677 ","     60,924 ","    2,753 ",     4.3
22.0,7.0,2019-09-01,"      8,933 ","      8,392 ",      541 ,     6.1
22.0,9.0,2019-09-01,"     15,254 ","     14,365 ",      889 ,     5.8
22.0,11.0,2019-09-01,"     14,699 ","     13,938 ",      761 ,     5.2
22.0,13.0,2019-09-01,"      5,535 ","      5,209 ",      326 ,     5.9
22.0,15.0,2019-09-01,"     57,416 ","     54,860 ","    2,556 ",     4.5
22.0,17.0,2019-09-01,"    102,984 ","     97,334 ","    5,650 ",     5.5
22.0,19.0,2019-09-01,"    105,274 ","    100,733 ","    4,541 ",     4.3
22.0,21.0,2019-09-01,"      3,808 ","      3,578 ",      230 ,     6.0
22.0,23.0,2019-09-01,"      3,905 ","      3,755 ",      150 ,     3.8
22.0,25.0,2019-09-01,"      3,546 ","      3,327 ",      219 ,     6.2
22.0,27.0,2019-09-01,"      5,840 ","      5,503 ",      337 ,     5.8
22.0,29.0,2019-09-01,"      7,254 ","      6,803 ",      451 ,     6.2
22.0,31.0,2019-09-01,"     10,863 ","     10,171 ",      692 ,     6.4
22.0,33.0,2019-09-01,"    229,560 ","    218,879 ","   10,681 ",     4.7
22.0,35.0,2019-09-01,"      1,917 ","      1,734 ",      183 ,     9.5
22.0,37.0,2019-09-01,"      7,964 ","      7,584 ",      380 ,     4.8
22.0,39.0,2019-09-01,"     11,965 ","     11,246 ",      719 ,     6.0
22.0,41.0,2019-09-01,"      7,532 ","      6,987 ",      545 ,     7.2
22.0,43.0,2019-09-01,"      8,198 ","      7,728 ",      470 ,     5.7
22.0,45.0,2019-09-01,"     28,297 ","     26,732 ","    1,565 ",     5.5
22.0,47.0,2019-09-01,"     14,037 ","     13,173 ",      864 ,     6.2
22.0,49.0,2019-09-01,"      6,887 ","      6,556 ",      331 ,     4.8
22.0,51.0,2019-09-01,"    213,041 ","    203,835 ","    9,206 ",     4.3
22.0,53.0,2019-09-01,"     13,317 ","     12,674 ",      643 ,     4.8
22.0,55.0,2019-09-01,"    113,688 ","    108,580 ","    5,108 ",     4.5
22.0,57.0,2019-09-01,"     42,490 ","     40,540 ","    1,950 ",     4.6
22.0,59.0,2019-09-01,"      6,792 ","      6,496 ",      296 ,     4.4
22.0,61.0,2019-09-01,"     22,125 ","     20,836 ","    1,289 ",     5.8
22.0,63.0,2019-09-01,"     68,552 ","     65,613 ","    2,939 ",     4.3
22.0,65.0,2019-09-01,"      3,597 ","      3,313 ",      284 ,     7.9
22.0,67.0,2019-09-01,"     10,019 ","      9,220 ",      799 ,     8.0
22.0,69.0,2019-09-01,"     16,861 ","     15,808 ","    1,053 ",     6.2
22.0,71.0,2019-09-01,"    178,350 ","    169,432 ","    8,918 ",     5.0
22.0,73.0,2019-09-01,"     69,869 ","     66,063 ","    3,806 ",     5.4
22.0,75.0,2019-09-01,"     10,125 ","      9,668 ",      457 ,     4.5
22.0,77.0,2019-09-01,"      9,933 ","      9,383 ",      550 ,     5.5
22.0,79.0,2019-09-01,"     55,265 ","     52,356 ","    2,909 ",     5.3
22.0,81.0,2019-09-01,"      3,788 ","      3,591 ",      197 ,     5.2
22.0,83.0,2019-09-01,"      8,286 ","      7,766 ",      520 ,     6.3
22.0,85.0,2019-09-01,"      9,367 ","      8,869 ",      498 ,     5.3
22.0,87.0,2019-09-01,"     19,894 ","     18,881 ","    1,013 ",     5.1
22.0,89.0,2019-09-01,"     25,081 ","     23,940 ","    1,141 ",     4.5
22.0,91.0,2019-09-01,"      4,252 ","      4,005 ",      247 ,     5.8
22.0,93.0,2019-09-01,"      9,203 ","      8,643 ",      560 ,     6.1
22.0,95.0,2019-09-01,"     19,544 ","     18,436 ","    1,108 ",     5.7
22.0,97.0,2019-09-01,"     32,079 ","     30,013 ","    2,066 ",     6.4
22.0,99.0,2019-09-01,"     22,201 ","     21,068 ","    1,133 ",     5.1
22.0,101.0,2019-09-01,"     19,948 ","     18,766 ","    1,182 ",     5.9
22.0,103.0,2019-09-01,"    119,187 ","    113,973 ","    5,214 ",     4.4
22.0,105.0,2019-09-01,"     55,006 ","     51,904 ","    3,102 ",     5.6
22.0,107.0,2019-09-01,"      1,485 ","      1,372 ",      113 ,     7.6
22.0,109.0,2019-09-01,"     46,873 ","     44,660 ","    2,213 ",     4.7
22.0,111.0,2019-09-01,"      9,144 ","      8,621 ",      523 ,     5.7
22.0,113.0,2019-09-01,"     24,232 ","     22,992 ","    1,240 ",     5.1
22.0,115.0,2019-09-01,"     16,162 ","     15,185 ",      977 ,     6.0
22.0,117.0,2019-09-01,"     16,618 ","     15,603 ","    1,015 ",     6.1
22.0,119.0,2019-09-01,"     14,447 ","     13,545 ",      902 ,     6.2
22.0,121.0,2019-09-01,"     13,563 ","     12,933 ",      630 ,     4.6
22.0,123.0,2019-09-01,"      3,681 ","      3,352 ",      329 ,     8.9
22.0,125.0,2019-09-01,"      5,384 ","      5,154 ",      230 ,     4.3
22.0,127.0,2019-09-01,"      4,948 ","      4,639 ",      309 ,     6.2
23.0,1.0,2019-09-01,"     55,002 ","     53,705 ","    1,297 ",     2.4
23.0,3.0,2019-09-01,"     29,453 ","     28,468 ",      985 ,     3.3
23.0,5.0,2019-09-01,"    165,786 ","    162,492 ","    3,294 ",     2.0
23.0,7.0,2019-09-01,"     13,885 ","     13,449 ",      436 ,     3.1
23.0,9.0,2019-09-01,"     30,168 ","     29,549 ",      619 ,     2.1
23.0,11.0,2019-09-01,"     61,705 ","     60,269 ","    1,436 ",     2.3
23.0,13.0,2019-09-01,"     20,078 ","     19,655 ",      423 ,     2.1
23.0,15.0,2019-09-01,"     17,085 ","     16,720 ",      365 ,     2.1
23.0,17.0,2019-09-01,"     25,851 ","     25,140 ",      711 ,     2.8
23.0,19.0,2019-09-01,"     76,909 ","     75,018 ","    1,891 ",     2.5
23.0,21.0,2019-09-01,"      7,219 ","      7,025 ",      194 ,     2.7
23.0,23.0,2019-09-01,"     19,462 ","     19,091 ",      371 ,     1.9
23.0,25.0,2019-09-01,"     22,145 ","     21,395 ",      750 ,     3.4
23.0,27.0,2019-09-01,"     20,539 ","     20,072 ",      467 ,     2.3
23.0,29.0,2019-09-01,"     13,113 ","     12,672 ",      441 ,     3.4
23.0,31.0,2019-09-01,"    114,203 ","    111,858 ","    2,345 ",     2.1
24.0,1.0,2019-09-01,"     32,578 ","     30,988 ","    1,590 ",     4.9
24.0,3.0,2019-09-01,"    318,034 ","    309,103 ","    8,931 ",     2.8
24.0,5.0,2019-09-01,"    457,967 ","    442,271 ","   15,696 ",     3.4
24.0,9.0,2019-09-01,"     50,675 ","     49,233 ","    1,442 ",     2.8
24.0,11.0,2019-09-01,"     18,048 ","     17,505 ",      543 ,     3.0
24.0,13.0,2019-09-01,"     95,837 ","     93,338 ","    2,499 ",     2.6
24.0,15.0,2019-09-01,"     53,095 ","     51,198 ","    1,897 ",     3.6
24.0,17.0,2019-09-01,"     88,418 ","     85,471 ","    2,947 ",     3.3
24.0,19.0,2019-09-01,"     15,657 ","     15,037 ",      620 ,     4.0
24.0,21.0,2019-09-01,"    135,504 ","    131,535 ","    3,969 ",     2.9
24.0,23.0,2019-09-01,"     15,872 ","     15,290 ",      582 ,     3.7
24.0,25.0,2019-09-01,"    141,916 ","    137,554 ","    4,362 ",     3.1
24.0,27.0,2019-09-01,"    189,509 ","    184,705 ","    4,804 ",     2.5
24.0,29.0,2019-09-01,"      9,813 ","      9,478 ",      335 ,     3.4
24.0,31.0,2019-09-01,"    568,637 ","    553,284 ","   15,353 ",     2.7
24.0,33.0,2019-09-01,"    516,247 ","    498,088 ","   18,159 ",     3.5
24.0,35.0,2019-09-01,"     27,639 ","     26,868 ",      771 ,     2.8
24.0,37.0,2019-09-01,"     57,334 ","     55,654 ","    1,680 ",     2.9
24.0,39.0,2019-09-01,"      9,092 ","      8,608 ",      484 ,     5.3
24.0,41.0,2019-09-01,"     19,093 ","     18,555 ",      538 ,     2.8
24.0,43.0,2019-09-01,"     74,728 ","     72,161 ","    2,567 ",     3.4
24.0,45.0,2019-09-01,"     52,541 ","     50,457 ","    2,084 ",     4.0
24.0,47.0,2019-09-01,"     25,534 ","     24,360 ","    1,174 ",     4.6
24.0,510.0,2019-09-01,"    290,883 ","    277,012 ","   13,871 ",     4.8
25.0,1.0,2019-09-01,"    117,049 ","    113,991 ","    3,058 ",     2.6
25.0,3.0,2019-09-01,"     64,397 ","     62,472 ","    1,925 ",     3.0
25.0,5.0,2019-09-01,"    302,483 ","    292,607 ","    9,876 ",     3.3
25.0,7.0,2019-09-01,"     10,322 ","     10,094 ",      228 ,     2.2
25.0,9.0,2019-09-01,"    427,239 ","    415,427 ","   11,812 ",     2.8
25.0,11.0,2019-09-01,"     40,967 ","     40,022 ",      945 ,     2.3
25.0,13.0,2019-09-01,"    228,994 ","    220,407 ","    8,587 ",     3.7
25.0,15.0,2019-09-01,"     90,699 ","     88,335 ","    2,364 ",     2.6
25.0,17.0,2019-09-01,"    923,831 ","    903,375 ","   20,456 ",     2.2
25.0,19.0,2019-09-01,"      8,561 ","      8,417 ",      144 ,     1.7
25.0,21.0,2019-09-01,"    393,391 ","    383,756 ","    9,635 ",     2.4
25.0,23.0,2019-09-01,"    285,174 ","    277,281 ","    7,893 ",     2.8
25.0,25.0,2019-09-01,"    458,696 ","    447,011 ","   11,685 ",     2.5
25.0,27.0,2019-09-01,"    446,865 ","    433,951 ","   12,914 ",     2.9
26.0,1.0,2019-09-01,"      3,926 ","      3,751 ",      175 ,     4.5
26.0,3.0,2019-09-01,"      3,289 ","      3,127 ",      162 ,     4.9
26.0,5.0,2019-09-01,"     62,057 ","     60,483 ","    1,574 ",     2.5
26.0,7.0,2019-09-01,"     13,253 ","     12,791 ",      462 ,     3.5
26.0,9.0,2019-09-01,"     10,369 ","      9,998 ",      371 ,     3.6
26.0,11.0,2019-09-01,"      6,065 ","      5,787 ",      278 ,     4.6
26.0,13.0,2019-09-01,"      3,173 ","      3,035 ",      138 ,     4.3
26.0,15.0,2019-09-01,"     31,306 ","     30,478 ",      828 ,     2.6
26.0,17.0,2019-09-01,"     49,502 ","     47,725 ","    1,777 ",     3.6
26.0,19.0,2019-09-01,"      8,851 ","      8,547 ",      304 ,     3.4
26.0,21.0,2019-09-01,"     72,828 ","     70,455 ","    2,373 ",     3.3
26.0,23.0,2019-09-01,"     19,329 ","     18,684 ",      645 ,     3.3
26.0,25.0,2019-09-01,"     61,399 ","     59,207 ","    2,192 ",     3.6
26.0,27.0,2019-09-01,"     24,368 ","     23,508 ",      860 ,     3.5
26.0,29.0,2019-09-01,"     12,848 ","     12,432 ",      416 ,     3.2
26.0,31.0,2019-09-01,"     10,713 ","     10,387 ",      326 ,     3.0
26.0,33.0,2019-09-01,"     16,045 ","     15,409 ",      636 ,     4.0
26.0,35.0,2019-09-01,"     11,661 ","     11,155 ",      506 ,     4.3
26.0,37.0,2019-09-01,"     40,875 ","     39,841 ","    1,034 ",     2.5
26.0,39.0,2019-09-01,"      5,581 ","      5,350 ",      231 ,     4.1
26.0,41.0,2019-09-01,"     17,192 ","     16,584 ",      608 ,     3.5
26.0,43.0,2019-09-01,"     12,112 ","     11,725 ",      387 ,     3.2
26.0,45.0,2019-09-01,"     56,555 ","     54,989 ","    1,566 ",     2.8
26.0,47.0,2019-09-01,"     17,872 ","     17,288 ",      584 ,     3.3
26.0,49.0,2019-09-01,"    180,056 ","    173,035 ","    7,021 ",     3.9
26.0,51.0,2019-09-01,"      9,909 ","      9,456 ",      453 ,     4.6
26.0,53.0,2019-09-01,"      5,916 ","      5,671 ",      245 ,     4.1
26.0,55.0,2019-09-01,"     49,992 ","     48,683 ","    1,309 ",     2.6
26.0,57.0,2019-09-01,"     17,761 ","     17,155 ",      606 ,     3.4
26.0,59.0,2019-09-01,"     20,372 ","     19,668 ",      704 ,     3.5
26.0,61.0,2019-09-01,"     16,493 ","     15,867 ",      626 ,     3.8
26.0,63.0,2019-09-01,"     15,509 ","     15,037 ",      472 ,     3.0
26.0,65.0,2019-09-01,"    149,632 ","    145,115 ","    4,517 ",     3.0
26.0,67.0,2019-09-01,"     30,166 ","     29,355 ",      811 ,     2.7
26.0,69.0,2019-09-01,"     10,354 ","      9,941 ",      413 ,     4.0
26.0,71.0,2019-09-01,"      5,101 ","      4,903 ",      198 ,     3.9
26.0,73.0,2019-09-01,"     34,691 ","     33,540 ","    1,151 ",     3.3
26.0,75.0,2019-09-01,"     72,954 ","     70,668 ","    2,286 ",     3.1
26.0,77.0,2019-09-01,"    132,591 ","    128,632 ","    3,959 ",     3.0
26.0,79.0,2019-09-01,"      7,884 ","      7,579 ",      305 ,     3.9
26.0,81.0,2019-09-01,"    355,687 ","    346,580 ","    9,107 ",     2.6
26.0,83.0,2019-09-01,        890 ,        851 ,       39 ,     4.4
26.0,85.0,2019-09-01,"      3,669 ","      3,482 ",      187 ,     5.1
26.0,87.0,2019-09-01,"     41,561 ","     39,784 ","    1,777 ",     4.3
26.0,89.0,2019-09-01,"     10,589 ","     10,311 ",      278 ,     2.6
26.0,91.0,2019-09-01,"     46,094 ","     44,677 ","    1,417 ",     3.1
26.0,93.0,2019-09-01,"    105,180 ","    101,907 ","    3,273 ",     3.1
26.0,95.0,2019-09-01,"      2,301 ","      2,204 ",       97 ,     4.2
26.0,97.0,2019-09-01,"      5,765 ","      5,619 ",      146 ,     2.5
26.0,99.0,2019-09-01,"    453,633 ","    436,149 ","   17,484 ",     3.9
26.0,101.0,2019-09-01,"     10,585 ","     10,160 ",      425 ,     4.0
26.0,103.0,2019-09-01,"     32,698 ","     31,558 ","    1,140 ",     3.5
26.0,105.0,2019-09-01,"     13,672 ","     13,163 ",      509 ,     3.7
26.0,107.0,2019-09-01,"     18,301 ","     17,605 ",      696 ,     3.8
26.0,109.0,2019-09-01,"     10,955 ","     10,609 ",      346 ,     3.2
26.0,111.0,2019-09-01,"     39,783 ","     38,558 ","    1,225 ",     3.1
26.0,113.0,2019-09-01,"      6,970 ","      6,725 ",      245 ,     3.5
26.0,115.0,2019-09-01,"     74,172 ","     71,902 ","    2,270 ",     3.1
26.0,117.0,2019-09-01,"     27,914 ","     27,049 ",      865 ,     3.1
26.0,119.0,2019-09-01,"      2,966 ","      2,805 ",      161 ,     5.4
26.0,121.0,2019-09-01,"     76,013 ","     73,228 ","    2,785 ",     3.7
26.0,123.0,2019-09-01,"     23,350 ","     22,603 ",      747 ,     3.2
26.0,125.0,2019-09-01,"    686,212 ","    663,726 ","   22,486 ",     3.3
26.0,127.0,2019-09-01,"     12,405 ","     11,929 ",      476 ,     3.8
26.0,129.0,2019-09-01,"      8,073 ","      7,709 ",      364 ,     4.5
26.0,131.0,2019-09-01,"      2,094 ","      1,997 ",       97 ,     4.6
26.0,133.0,2019-09-01,"     11,183 ","     10,849 ",      334 ,     3.0
26.0,135.0,2019-09-01,"      3,127 ","      2,982 ",      145 ,     4.6
26.0,137.0,2019-09-01,"     11,529 ","     11,100 ",      429 ,     3.7
26.0,139.0,2019-09-01,"    159,659 ","    155,671 ","    3,988 ",     2.5
26.0,141.0,2019-09-01,"      4,975 ","      4,748 ",      227 ,     4.6
26.0,143.0,2019-09-01,"      7,805 ","      7,402 ",      403 ,     5.2
26.0,145.0,2019-09-01,"     85,602 ","     82,415 ","    3,187 ",     3.7
26.0,147.0,2019-09-01,"     76,567 ","     73,377 ","    3,190 ",     4.2
26.0,149.0,2019-09-01,"     27,566 ","     26,633 ",      933 ,     3.4
26.0,151.0,2019-09-01,"     19,517 ","     18,829 ",      688 ,     3.5
26.0,153.0,2019-09-01,"      3,284 ","      3,130 ",      154 ,     4.7
26.0,155.0,2019-09-01,"     33,094 ","     31,999 ","    1,095 ",     3.3
26.0,157.0,2019-09-01,"     23,619 ","     22,757 ",      862 ,     3.6
26.0,159.0,2019-09-01,"     34,919 ","     33,680 ","    1,239 ",     3.5
26.0,161.0,2019-09-01,"    197,583 ","    192,220 ","    5,363 ",     2.7
26.0,163.0,2019-09-01,"    813,948 ","    775,810 ","   38,138 ",     4.7
26.0,165.0,2019-09-01,"     14,699 ","     14,192 ",      507 ,     3.4
27.0,1.0,2019-09-01,"      7,124 ","      6,883 ",      241 ,     3.4
27.0,3.0,2019-09-01,"    199,444 ","    194,323 ","    5,121 ",     2.6
27.0,5.0,2019-09-01,"     18,653 ","     18,179 ",      474 ,     2.5
27.0,7.0,2019-09-01,"     24,647 ","     23,906 ",      741 ,     3.0
27.0,9.0,2019-09-01,"     22,089 ","     21,477 ",      612 ,     2.8
27.0,11.0,2019-09-01,"      2,512 ","      2,455 ",       57 ,     2.3
27.0,13.0,2019-09-01,"     41,181 ","     40,199 ",      982 ,     2.4
27.0,15.0,2019-09-01,"     14,443 ","     14,084 ",      359 ,     2.5
27.0,17.0,2019-09-01,"     17,778 ","     17,209 ",      569 ,     3.2
27.0,19.0,2019-09-01,"     59,237 ","     57,782 ","    1,455 ",     2.5
27.0,21.0,2019-09-01,"     14,761 ","     14,299 ",      462 ,     3.1
27.0,23.0,2019-09-01,"      6,942 ","      6,756 ",      186 ,     2.7
27.0,25.0,2019-09-01,"     30,062 ","     29,273 ",      789 ,     2.6
27.0,27.0,2019-09-01,"     36,460 ","     35,585 ",      875 ,     2.4
27.0,29.0,2019-09-01,"      4,433 ","      4,252 ",      181 ,     4.1
27.0,31.0,2019-09-01,"      3,349 ","      3,272 ",       77 ,     2.3
27.0,33.0,2019-09-01,"      5,924 ","      5,734 ",      190 ,     3.2
27.0,35.0,2019-09-01,"     32,600 ","     31,658 ",      942 ,     2.9
27.0,37.0,2019-09-01,"    244,138 ","    238,024 ","    6,114 ",     2.5
27.0,39.0,2019-09-01,"     11,911 ","     11,629 ",      282 ,     2.4
27.0,41.0,2019-09-01,"     21,057 ","     20,577 ",      480 ,     2.3
27.0,43.0,2019-09-01,"      7,171 ","      6,967 ",      204 ,     2.8
27.0,45.0,2019-09-01,"     11,587 ","     11,329 ",      258 ,     2.2
27.0,47.0,2019-09-01,"     16,174 ","     15,772 ",      402 ,     2.5
27.0,49.0,2019-09-01,"     27,241 ","     26,636 ",      605 ,     2.2
27.0,51.0,2019-09-01,"      3,275 ","      3,175 ",      100 ,     3.1
27.0,53.0,2019-09-01,"    714,824 ","    696,773 ","   18,051 ",     2.5
27.0,55.0,2019-09-01,"     10,380 ","     10,113 ",      267 ,     2.6
27.0,57.0,2019-09-01,"     10,147 ","      9,817 ",      330 ,     3.3
27.0,59.0,2019-09-01,"     21,346 ","     20,741 ",      605 ,     2.8
27.0,61.0,2019-09-01,"     21,753 ","     20,866 ",      887 ,     4.1
27.0,63.0,2019-09-01,"      5,724 ","      5,590 ",      134 ,     2.3
27.0,65.0,2019-09-01,"      8,914 ","      8,667 ",      247 ,     2.8
27.0,67.0,2019-09-01,"     24,429 ","     23,827 ",      602 ,     2.5
27.0,69.0,2019-09-01,"      2,372 ","      2,309 ",       63 ,     2.7
27.0,71.0,2019-09-01,"      5,972 ","      5,673 ",      299 ,     5.0
27.0,73.0,2019-09-01,"      3,538 ","      3,455 ",       83 ,     2.3
27.0,75.0,2019-09-01,"      5,593 ","      5,452 ",      141 ,     2.5
27.0,77.0,2019-09-01,"      2,417 ","      2,353 ",       64 ,     2.6
27.0,79.0,2019-09-01,"     16,063 ","     15,661 ",      402 ,     2.5
27.0,81.0,2019-09-01,"      3,283 ","      3,203 ",       80 ,     2.4
27.0,83.0,2019-09-01,"     14,593 ","     14,245 ",      348 ,     2.4
27.0,85.0,2019-09-01,"     19,287 ","     18,751 ",      536 ,     2.8
27.0,87.0,2019-09-01,"      2,285 ","      2,207 ",       78 ,     3.4
27.0,89.0,2019-09-01,"      5,360 ","      5,205 ",      155 ,     2.9
27.0,91.0,2019-09-01,"      9,960 ","      9,668 ",      292 ,     2.9
27.0,93.0,2019-09-01,"     13,328 ","     12,995 ",      333 ,     2.5
27.0,95.0,2019-09-01,"     12,830 ","     12,416 ",      414 ,     3.2
27.0,97.0,2019-09-01,"     17,328 ","     16,817 ",      511 ,     2.9
27.0,99.0,2019-09-01,"     20,416 ","     19,906 ",      510 ,     2.5
27.0,101.0,2019-09-01,"      4,847 ","      4,707 ",      140 ,     2.9
27.0,103.0,2019-09-01,"     21,267 ","     20,802 ",      465 ,     2.2
27.0,105.0,2019-09-01,"     11,349 ","     11,054 ",      295 ,     2.6
27.0,107.0,2019-09-01,"      3,191 ","      3,104 ",       87 ,     2.7
27.0,109.0,2019-09-01,"     89,276 ","     87,376 ","    1,900 ",     2.1
27.0,111.0,2019-09-01,"     31,582 ","     30,776 ",      806 ,     2.6
27.0,113.0,2019-09-01,"      8,596 ","      8,396 ",      200 ,     2.3
27.0,115.0,2019-09-01,"     14,979 ","     14,486 ",      493 ,     3.3
27.0,117.0,2019-09-01,"      4,980 ","      4,871 ",      109 ,     2.2
27.0,119.0,2019-09-01,"     16,601 ","     16,162 ",      439 ,     2.6
27.0,121.0,2019-09-01,"      6,559 ","      6,407 ",      152 ,     2.3
27.0,123.0,2019-09-01,"    292,994 ","    284,985 ","    8,009 ",     2.7
27.0,125.0,2019-09-01,"      2,193 ","      2,119 ",       74 ,     3.4
27.0,127.0,2019-09-01,"      7,635 ","      7,439 ",      196 ,     2.6
27.0,129.0,2019-09-01,"      8,644 ","      8,391 ",      253 ,     2.9
27.0,131.0,2019-09-01,"     37,381 ","     36,460 ",      921 ,     2.5
27.0,133.0,2019-09-01,"      5,678 ","      5,572 ",      106 ,     1.9
27.0,135.0,2019-09-01,"      7,793 ","      7,586 ",      207 ,     2.7
27.0,137.0,2019-09-01,"    101,910 ","     98,753 ","    3,157 ",     3.1
27.0,139.0,2019-09-01,"     84,421 ","     82,403 ","    2,018 ",     2.4
27.0,141.0,2019-09-01,"     52,652 ","     51,327 ","    1,325 ",     2.5
27.0,143.0,2019-09-01,"      8,594 ","      8,368 ",      226 ,     2.6
27.0,145.0,2019-09-01,"     91,328 ","     89,033 ","    2,295 ",     2.5
27.0,147.0,2019-09-01,"     21,389 ","     20,843 ",      546 ,     2.6
27.0,149.0,2019-09-01,"      5,445 ","      5,330 ",      115 ,     2.1
27.0,151.0,2019-09-01,"      4,905 ","      4,742 ",      163 ,     3.3
27.0,153.0,2019-09-01,"     13,494 ","     13,146 ",      348 ,     2.6
27.0,155.0,2019-09-01,"      1,745 ","      1,702 ",       43 ,     2.5
27.0,157.0,2019-09-01,"     12,372 ","     12,074 ",      298 ,     2.4
27.0,159.0,2019-09-01,"      5,860 ","      5,656 ",      204 ,     3.5
27.0,161.0,2019-09-01,"      9,161 ","      8,908 ",      253 ,     2.8
27.0,163.0,2019-09-01,"    144,850 ","    141,277 ","    3,573 ",     2.5
27.0,165.0,2019-09-01,"      6,319 ","      6,142 ",      177 ,     2.8
27.0,167.0,2019-09-01,"      3,477 ","      3,397 ",       80 ,     2.3
27.0,169.0,2019-09-01,"     28,912 ","     28,195 ",      717 ,     2.5
27.0,171.0,2019-09-01,"     76,126 ","     74,292 ","    1,834 ",     2.4
27.0,173.0,2019-09-01,"      5,359 ","      5,218 ",      141 ,     2.6
28.0,1.0,2019-09-01,"     11,296 ","     10,531 ",      765 ,     6.8
28.0,3.0,2019-09-01,"     15,778 ","     15,024 ",      754 ,     4.8
28.0,5.0,2019-09-01,"      4,410 ","      4,101 ",      309 ,     7.0
28.0,7.0,2019-09-01,"      7,028 ","      6,618 ",      410 ,     5.8
28.0,9.0,2019-09-01,"      3,068 ","      2,871 ",      197 ,     6.4
28.0,11.0,2019-09-01,"     12,197 ","     11,377 ",      820 ,     6.7
28.0,13.0,2019-09-01,"      5,641 ","      5,335 ",      306 ,     5.4
28.0,15.0,2019-09-01,"      3,486 ","      3,260 ",      226 ,     6.5
28.0,17.0,2019-09-01,"      6,913 ","      6,526 ",      387 ,     5.6
28.0,19.0,2019-09-01,"      3,743 ","      3,549 ",      194 ,     5.2
28.0,21.0,2019-09-01,"      3,031 ","      2,711 ",      320 ,    10.6
28.0,23.0,2019-09-01,"      5,889 ","      5,524 ",      365 ,     6.2
28.0,25.0,2019-09-01,"      7,812 ","      7,253 ",      559 ,     7.2
28.0,27.0,2019-09-01,"      8,321 ","      7,727 ",      594 ,     7.1
28.0,29.0,2019-09-01,"     11,185 ","     10,466 ",      719 ,     6.4
28.0,31.0,2019-09-01,"      8,190 ","      7,791 ",      399 ,     4.9
28.0,33.0,2019-09-01,"     91,572 ","     87,516 ","    4,056 ",     4.4
28.0,35.0,2019-09-01,"     33,292 ","     31,617 ","    1,675 ",     5.0
28.0,37.0,2019-09-01,"      2,788 ","      2,589 ",      199 ,     7.1
28.0,39.0,2019-09-01,"      8,827 ","      8,172 ",      655 ,     7.4
28.0,41.0,2019-09-01,"      4,338 ","      4,010 ",      328 ,     7.6
28.0,43.0,2019-09-01,"      9,358 ","      8,865 ",      493 ,     5.3
28.0,45.0,2019-09-01,"     18,742 ","     17,724 ","    1,018 ",     5.4
28.0,47.0,2019-09-01,"     86,343 ","     81,864 ","    4,479 ",     5.2
28.0,49.0,2019-09-01,"    106,949 ","    101,404 ","    5,545 ",     5.2
28.0,51.0,2019-09-01,"      5,674 ","      5,126 ",      548 ,     9.7
28.0,53.0,2019-09-01,"      2,208 ","      2,000 ",      208 ,     9.4
28.0,55.0,2019-09-01,        383 ,        348 ,       35 ,     9.1
28.0,57.0,2019-09-01,"     10,562 ","     10,067 ",      495 ,     4.7
28.0,59.0,2019-09-01,"     58,361 ","     54,907 ","    3,454 ",     5.9
28.0,61.0,2019-09-01,"      6,149 ","      5,747 ",      402 ,     6.5
28.0,63.0,2019-09-01,"      2,022 ","      1,718 ",      304 ,    15.0
28.0,65.0,2019-09-01,"      4,105 ","      3,838 ",      267 ,     6.5
28.0,67.0,2019-09-01,"     26,211 ","     24,805 ","    1,406 ",     5.4
28.0,69.0,2019-09-01,"      3,533 ","      3,242 ",      291 ,     8.2
28.0,71.0,2019-09-01,"     29,418 ","     28,134 ","    1,284 ",     4.4
28.0,73.0,2019-09-01,"     30,742 ","     29,477 ","    1,265 ",     4.1
28.0,75.0,2019-09-01,"     30,335 ","     28,679 ","    1,656 ",     5.5
28.0,77.0,2019-09-01,"      4,615 ","      4,309 ",      306 ,     6.6
28.0,79.0,2019-09-01,"      7,918 ","      7,481 ",      437 ,     5.5
