area_fips,naics_code,annual_avg_emplvl,STATE
1000,926,7841,1.0
1000,927,2292,1.0
1000,928,21195,1.0
2000,111,593,2.0
2000,112,334,2.0
2000,113,207,2.0
2000,114,0,2.0
2000,115,0,2.0
2000,211,3522,2.0
2000,212,2875,2.0
2000,213,6077,2.0
2000,221,2287,2.0
2000,236,4503,2.0
2000,237,4193,2.0
2000,238,7249,2.0
2000,311,9382,2.0
2000,312,491,2.0
2000,313,0,2.0
2000,314,76,2.0
2000,315,4,2.0
2000,316,15,2.0
2000,321,274,2.0
2000,322,0,2.0
2000,323,319,2.0
2000,324,329,2.0
2000,325,75,2.0
2000,326,0,2.0
2000,327,235,2.0
2000,331,15,2.0
2000,332,369,2.0
2000,333,74,2.0
2000,334,108,2.0
2000,335,12,2.0
2000,336,514,2.0
2000,337,0,2.0
2000,339,170,2.0
2000,423,2815,2.0
2000,424,3385,2.0
2000,425,259,2.0
2000,441,4001,2.0
2000,442,814,2.0
2000,443,629,2.0
2000,444,3496,2.0
2000,445,5632,2.0
2000,446,1140,2.0
2000,447,1822,2.0
2000,448,1917,2.0
2000,451,2077,2.0
2000,452,10926,2.0
2000,453,2786,2.0
2000,454,1210,2.0
2000,481,6367,2.0
2000,482,0,2.0
2000,483,1248,2.0
2000,484,2547,2.0
2000,485,1548,2.0
2000,486,0,2.0
2000,487,1890,2.0
2000,488,2821,2.0
2000,491,1431,2.0
2000,492,2454,2.0
2000,493,474,2.0
2000,511,433,2.0
2000,512,484,2.0
2000,515,722,2.0
2000,517,3795,2.0
2000,518,72,2.0
2000,519,117,2.0
2000,522,4725,2.0
2000,523,0,2.0
2000,524,1642,2.0
2000,525,0,2.0
2000,531,3204,2.0
2000,532,0,2.0
2000,533,0,2.0
2000,541,13601,2.0
2000,551,2814,2.0
2000,561,9977,2.0
2000,562,1619,2.0
2000,611,28193,2.0
2000,621,20824,2.0
2000,622,15013,2.0
2000,623,4113,2.0
2000,624,9456,2.0
2000,711,694,2.0
2000,712,1178,2.0
2000,713,4263,2.0
2000,721,8993,2.0
2000,722,21727,2.0
2000,811,2697,2.0
2000,812,2076,2.0
2000,813,5086,2.0
2000,814,201,2.0
2000,921,17592,2.0
2000,922,4158,2.0
2000,923,4903,2.0
2000,924,4610,2.0
2000,925,109,2.0
2000,926,5207,2.0
2000,928,4192,2.0
2000,999,115,2.0
4000,111,9234,4.0
4000,112,4729,4.0
4000,113,120,4.0
4000,114,5,4.0
4000,115,11701,4.0
4000,211,80,4.0
4000,212,12304,4.0
4000,213,635,4.0
4000,221,22742,4.0
4000,236,32532,4.0
4000,237,20497,4.0
4000,238,107604,4.0
4000,311,15706,4.0
4000,312,4499,4.0
4000,313,194,4.0
4000,314,686,4.0
4000,315,421,4.0
4000,316,274,4.0
4000,321,4689,4.0
4000,322,2053,4.0
4000,323,6227,4.0
4000,324,196,4.0
4000,325,7251,4.0
4000,326,5177,4.0
4000,327,7071,4.0
4000,331,3699,4.0
4000,332,20012,4.0
4000,333,7513,4.0
4000,334,31454,4.0
4000,335,3134,4.0
4000,336,31676,4.0
4000,337,6042,4.0
4000,339,11699,4.0
4000,423,57036,4.0
4000,424,33130,4.0
4000,425,7111,4.0
4000,441,46380,4.0
4000,442,10641,4.0
4000,443,10773,4.0
4000,444,26372,4.0
4000,445,60164,4.0
4000,446,19210,4.0
4000,447,17526,4.0
4000,448,21888,4.0
4000,451,11376,4.0
4000,452,65993,4.0
4000,453,20846,4.0
4000,454,16980,4.0
4000,481,14339,4.0
4000,482,0,4.0
4000,484,22546,4.0
4000,485,10444,4.0
4000,486,402,4.0
4000,487,617,4.0
4000,488,14112,4.0
4000,491,9580,4.0
4000,492,12339,4.0
4000,493,22802,4.0
4000,511,8128,4.0
4000,512,6586,4.0
4000,515,3872,4.0
4000,517,15749,4.0
4000,518,9713,4.0
4000,519,4726,4.0
4000,521,71,4.0
4000,522,88400,4.0
4000,523,21219,4.0
4000,524,51162,4.0
4000,525,170,4.0
4000,531,37584,4.0
4000,532,15330,4.0
4000,533,822,4.0
4000,541,153749,4.0
4000,551,28873,4.0
4000,561,242213,4.0
4000,562,7757,4.0
4000,611,228775,4.0
4000,621,167555,4.0
4000,622,110942,4.0
4000,623,56173,4.0
4000,624,59580,4.0
4000,711,10327,4.0
4000,712,4028,4.0
4000,713,48922,4.0
4000,721,46703,4.0
4000,722,234978,4.0
4000,811,26541,4.0
4000,812,25924,4.0
4000,813,22672,4.0
4000,814,2729,4.0
4000,921,59433,4.0
4000,922,48023,4.0
4000,923,8734,4.0
4000,924,5050,4.0
4000,925,863,4.0
4000,926,17863,4.0
4000,928,8444,4.0
4000,999,3370,4.0
5000,111,4051,5.0
5000,112,3203,5.0
5000,113,2284,5.0
5000,114,15,5.0
5000,115,2961,5.0
5000,211,675,5.0
5000,212,1776,5.0
5000,213,1369,5.0
5000,221,11416,5.0
5000,236,10772,5.0
5000,237,11153,5.0
5000,238,32070,5.0
5000,311,48458,5.0
5000,312,1497,5.0
5000,313,116,5.0
5000,314,977,5.0
5000,315,866,5.0
5000,316,1097,5.0
5000,321,9920,5.0
5000,322,9646,5.0
5000,323,3854,5.0
5000,324,1244,5.0
5000,325,5502,5.0
5000,326,10943,5.0
5000,327,3643,5.0
5000,331,8123,5.0
5000,332,15698,5.0
5000,333,11412,5.0
5000,334,2097,5.0
5000,335,4633,5.0
5000,336,13882,5.0
5000,337,3639,5.0
5000,339,3351,5.0
5000,423,23633,5.0
5000,424,17976,5.0
5000,425,5717,5.0
5000,441,19157,5.0
5000,442,3679,5.0
5000,443,3451,5.0
5000,444,11928,5.0
5000,445,19409,5.0
5000,446,8728,5.0
5000,447,12264,5.0
5000,448,8063,5.0
5000,451,4489,5.0
5000,452,39375,5.0
5000,453,7015,5.0
5000,454,1840,5.0
5000,481,751,5.0
5000,483,28,5.0
5000,484,32355,5.0
5000,485,2074,5.0
5000,486,412,5.0
5000,487,30,5.0
5000,488,5634,5.0
5000,491,5559,5.0
5000,492,4850,5.0
5000,493,8478,5.0
5000,511,2770,5.0
5000,512,1328,5.0
5000,515,1572,5.0
5000,517,3488,5.0
5000,518,1415,5.0
5000,519,1686,5.0
5000,521,0,5.0
5000,522,19336,5.0
5000,523,3081,5.0
5000,524,14629,5.0
5000,525,0,5.0
5000,531,9569,5.0
5000,532,4066,5.0
5000,533,41,5.0
5000,541,44869,5.0
5000,551,34781,5.0
5000,561,64790,5.0
5000,562,4518,5.0
5000,611,100606,5.0
5000,621,59076,5.0
5000,622,51376,5.0
5000,623,36468,5.0
5000,624,44674,5.0
5000,711,2908,5.0
5000,712,1989,5.0
5000,713,8747,5.0
5000,721,11353,5.0
5000,722,95685,5.0
5000,811,10893,5.0
5000,812,7744,5.0
5000,813,5407,5.0
5000,814,922,5.0
5000,921,16170,5.0
5000,922,22409,5.0
5000,923,5875,5.0
5000,924,3073,5.0
5000,925,260,5.0
5000,926,5220,5.0
5000,927,1,5.0
5000,928,3018,5.0
6000,111,165014,6.0
6000,112,28856,6.0
6000,113,2398,6.0
6000,114,464,6.0
6000,115,226599,6.0
6000,211,4734,6.0
6000,212,5811,6.0
6000,213,9742,6.0
6000,221,105186,6.0
6000,236,197247,6.0
6000,237,100582,6.0
6000,238,572392,6.0
6000,311,160350,6.0
6000,312,63531,6.0
6000,313,6205,6.0
6000,314,8521,6.0
6000,315,36945,6.0
6000,316,2821,6.0
6000,321,25151,6.0
6000,322,21262,6.0
6000,323,39157,6.0
6000,324,12996,6.0
6000,325,80469,6.0
6000,326,43945,6.0
6000,327,32450,6.0
6000,331,17174,6.0
6000,332,132731,6.0
6000,333,77197,6.0
6000,334,278514,6.0
6000,335,33208,6.0
6000,336,126557,6.0
6000,337,34813,6.0
6000,339,86073,6.0
6000,423,357497,6.0
6000,424,298152,6.0
6000,425,45350,6.0
6000,441,200894,6.0
6000,442,55327,6.0
6000,443,62887,6.0
6000,444,125448,6.0
6000,445,359676,6.0
6000,446,116621,6.0
6000,447,62385,6.0
6000,448,193783,6.0
6000,451,62112,6.0
6000,452,296346,6.0
6000,453,91277,6.0
6000,454,63436,6.0
6000,481,56436,6.0
6000,482,112,6.0
6000,483,6374,6.0
6000,484,128166,6.0
6000,485,83621,6.0
6000,486,1854,6.0
6000,487,4811,6.0
6000,488,117619,6.0
6000,491,63786,6.0
6000,492,91914,6.0
6000,493,151253,6.0
6000,511,107743,6.0
6000,512,141825,6.0
6000,515,44656,6.0
6000,517,70594,6.0
6000,518,48702,6.0
6000,519,112413,6.0
6000,521,1848,6.0
6000,522,239641,6.0
6000,523,94037,6.0
6000,524,207099,6.0
6000,525,2735,6.0
6000,531,226911,6.0
6000,532,65283,6.0
6000,533,2387,6.0
6000,541,1298125,6.0
6000,551,252952,6.0
6000,561,1081562,6.0
6000,562,52802,6.0
6000,611,1450155,6.0
6000,621,845424,6.0
6000,622,574713,6.0
6000,623,306104,6.0
6000,624,802399,6.0
6000,711,81315,6.0
6000,712,24138,6.0
6000,713,266565,6.0
6000,721,253916,6.0
6000,722,1446632,6.0
6000,811,163383,6.0
6000,812,183332,6.0
6000,813,165775,6.0
6000,814,35392,6.0
6000,921,225555,6.0
6000,922,280415,6.0
6000,923,138294,6.0
6000,924,58102,6.0
6000,925,6681,6.0
6000,926,72485,6.0
6000,927,1761,6.0
6000,928,53485,6.0
6000,999,9797,6.0
8000,111,7853,8.0
8000,112,6826,8.0
8000,113,124,8.0
8000,114,11,8.0
8000,115,3339,8.0
8000,211,8555,8.0
8000,212,4085,8.0
8000,213,15564,8.0
8000,221,13988,8.0
8000,236,34714,8.0
8000,237,27491,8.0
8000,238,113914,8.0
8000,311,23335,8.0
8000,312,8669,8.0
8000,313,42,8.0
8000,314,1620,8.0
8000,315,631,8.0
8000,316,127,8.0
8000,321,3282,8.0
8000,322,1283,8.0
8000,323,5267,8.0
8000,324,777,8.0
8000,325,7608,8.0
8000,326,5792,8.0
8000,327,8605,8.0
8000,331,2145,8.0
8000,332,15235,8.0
8000,333,12552,8.0
8000,334,22381,8.0
8000,335,2156,8.0
8000,336,10051,8.0
8000,337,5678,8.0
8000,339,10408,8.0
8000,423,65232,8.0
8000,424,38105,8.0
8000,425,5014,8.0
8000,441,36364,8.0
8000,442,8361,8.0
8000,443,9246,8.0
8000,444,24408,8.0
8000,445,52461,8.0
8000,446,13644,8.0
8000,447,13417,8.0
8000,448,19793,8.0
8000,451,15746,8.0
8000,452,53092,8.0
8000,453,19639,8.0
8000,454,6940,8.0
8000,481,15854,8.0
8000,484,20638,8.0
8000,485,8579,8.0
8000,486,1392,8.0
8000,487,596,8.0
8000,488,9405,8.0
8000,491,10594,8.0
8000,492,12594,8.0
8000,493,11217,8.0
8000,511,21073,8.0
8000,512,5113,8.0
8000,515,6871,8.0
8000,517,27053,8.0
8000,518,12324,8.0
8000,519,5278,8.0
8000,521,0,8.0
8000,522,47815,8.0
8000,523,23533,8.0
8000,524,41298,8.0
8000,525,0,8.0
8000,531,40124,8.0
8000,532,12292,8.0
8000,533,662,8.0
8000,541,226107,8.0
8000,551,40788,8.0
8000,561,149836,8.0
8000,562,8813,8.0
8000,611,222345,8.0
8000,621,139471,8.0
8000,622,100549,8.0
8000,623,45524,8.0
8000,624,59732,8.0
8000,711,8779,8.0
8000,712,3935,8.0
8000,713,50444,8.0
8000,721,48077,8.0
8000,722,234614,8.0
8000,811,25984,8.0
8000,812,29514,8.0
8000,813,21643,8.0
8000,814,5516,8.0
8000,921,88162,8.0
8000,922,24881,8.0
8000,923,9974,8.0
8000,924,10695,8.0
8000,925,767,8.0
8000,926,6846,8.0
8000,927,34,8.0
8000,928,8177,8.0
8000,999,1820,8.0
9000,111,3211,9.0
9000,112,1179,9.0
9000,113,5,9.0
9000,114,36,9.0
9000,115,317,9.0
9000,212,498,9.0
9000,213,26,9.0
9000,221,7251,9.0
9000,236,10887,9.0
9000,237,10543,9.0
9000,238,41157,9.0
9000,311,8145,9.0
9000,312,2145,9.0
9000,313,721,9.0
9000,314,1007,9.0
9000,315,0,9.0
9000,316,0,9.0
9000,321,1164,9.0
9000,322,2984,9.0
9000,323,5230,9.0
9000,324,326,9.0
9000,325,7761,9.0
9000,326,5697,9.0
9000,327,2269,9.0
9000,331,3824,9.0
9000,332,29715,9.0
9000,333,13045,9.0
9000,334,10931,9.0
9000,335,8072,9.0
9000,336,45942,9.0
9000,337,2685,9.0
9000,339,8847,9.0
9000,423,31866,9.0
9000,424,21140,9.0
9000,425,8606,9.0
9000,441,21756,9.0
9000,442,6153,9.0
9000,443,5713,9.0
9000,444,15404,9.0
9000,445,42855,9.0
9000,446,13091,9.0
9000,447,6237,9.0
9000,448,16415,9.0
9000,451,6470,9.0
9000,452,28419,9.0
9000,453,9690,9.0
9000,454,8736,9.0
9000,481,1075,9.0
9000,482,0,9.0
9000,483,925,9.0
9000,484,7298,9.0
9000,485,14336,9.0
9000,486,152,9.0
9000,487,194,9.0
9000,488,3546,9.0
9000,491,8175,9.0
9000,492,8315,9.0
9000,493,12825,9.0
9000,511,8287,9.0
9000,512,4985,9.0
9000,515,5922,9.0
9000,517,7264,9.0
9000,518,1856,9.0
9000,519,6243,9.0
9000,522,23494,9.0
9000,523,0,9.0
9000,524,57456,9.0
9000,525,0,9.0
9000,531,15253,9.0
9000,532,4233,9.0
9000,533,1095,9.0
9000,541,96822,9.0
9000,551,33619,9.0
9000,561,85629,9.0
9000,562,6671,9.0
9000,611,169661,9.0
9000,621,95118,9.0
9000,622,64746,9.0
9000,623,64010,9.0
9000,624,63171,9.0
9000,711,4123,9.0
9000,712,2793,9.0
9000,713,27194,9.0
9000,721,11768,9.0
9000,722,117649,9.0
9000,811,13492,9.0
9000,812,22346,9.0
9000,813,16792,9.0
9000,814,14347,9.0
9000,921,10462,9.0
9000,922,28361,9.0
9000,923,5103,9.0
9000,924,1151,9.0
9000,925,1088,9.0
9000,926,6990,9.0
9000,927,1,9.0
9000,928,1843,9.0
9000,999,454,9.0
10000,111,857,10.0
10000,112,356,10.0
10000,113,0,10.0
10000,114,0,10.0
10000,115,254,10.0
10000,212,0,10.0
10000,213,0,10.0
10000,221,2122,10.0
10000,236,4974,10.0
10000,237,2674,10.0
10000,238,14544,10.0
10000,311,9899,10.0
10000,312,473,10.0
10000,313,0,10.0
10000,314,93,10.0
10000,315,81,10.0
10000,316,0,10.0
10000,321,308,10.0
10000,322,0,10.0
10000,323,430,10.0
10000,324,716,10.0
10000,325,2727,10.0
10000,326,1746,10.0
10000,327,644,10.0
10000,331,194,10.0
10000,332,1662,10.0
10000,333,726,10.0
10000,334,2981,10.0
10000,335,814,10.0
10000,336,776,10.0
10000,337,640,10.0
10000,339,806,10.0
10000,423,5771,10.0
10000,424,3667,10.0
10000,425,1303,10.0
10000,441,7159,10.0
10000,442,2160,10.0
10000,443,1696,10.0
10000,444,4785,10.0
10000,445,9938,10.0
10000,446,3773,10.0
10000,447,2819,10.0
10000,448,5630,10.0
10000,451,1893,10.0
10000,452,9135,10.0
10000,453,2823,10.0
10000,454,1369,10.0
10000,481,178,10.0
10000,482,0,10.0
10000,483,43,10.0
10000,484,2420,10.0
10000,485,1959,10.0
10000,486,0,10.0
10000,487,34,10.0
10000,488,2003,10.0
10000,491,2005,10.0
10000,492,1701,10.0
10000,493,4919,10.0
10000,511,812,10.0
10000,512,431,10.0
10000,515,284,10.0
10000,517,1793,10.0
10000,518,459,10.0
10000,519,287,10.0
10000,521,0,10.0
10000,522,28112,10.0
10000,523,8496,10.0
10000,524,5620,10.0
10000,525,0,10.0
10000,531,4139,10.0
10000,532,0,10.0
10000,533,0,10.0
10000,541,26789,10.0
10000,551,7645,10.0
10000,561,27490,10.0
10000,562,1503,10.0
10000,611,36062,10.0
10000,621,21300,10.0
10000,622,26116,10.0
10000,623,12299,10.0
10000,624,15337,10.0
10000,711,742,10.0
10000,712,866,10.0
10000,713,7594,10.0
10000,721,5345,10.0
10000,722,37244,10.0
10000,811,3361,10.0
10000,812,4904,10.0
10000,813,3285,10.0
10000,814,381,10.0
10000,921,7906,10.0
10000,922,6828,10.0
10000,923,2248,10.0
10000,924,1230,10.0
10000,925,0,10.0
10000,926,303,10.0
10000,927,1,10.0
10000,928,1309,10.0
11000,111,32,11.0
11000,221,2034,11.0
11000,236,3988,11.0
11000,237,3102,11.0
11000,238,8585,11.0
11000,311,325,11.0
11000,312,0,11.0
11000,313,0,11.0
11000,314,0,11.0
11000,315,23,11.0
11000,322,0,11.0
11000,323,2897,11.0
11000,325,97,11.0
11000,326,0,11.0
11000,327,93,11.0
11000,331,0,11.0
11000,332,377,11.0
11000,333,0,11.0
11000,334,83,11.0
11000,335,0,11.0
11000,337,0,11.0
11000,339,96,11.0
11000,423,1920,11.0
11000,424,1812,11.0
11000,425,1118,11.0
11000,441,142,11.0
11000,442,695,11.0
11000,443,753,11.0
11000,444,958,11.0
11000,445,7902,11.0
11000,446,2755,11.0
11000,447,498,11.0
11000,448,2886,11.0
11000,451,1049,11.0
11000,452,3532,11.0
11000,453,1341,11.0
11000,454,645,11.0
11000,481,64,11.0
11000,483,0,11.0
11000,484,331,11.0
11000,485,5429,11.0
11000,486,0,11.0
11000,487,665,11.0
11000,488,289,11.0
11000,491,4461,11.0
11000,492,528,11.0
11000,493,0,11.0
11000,511,5937,11.0
11000,512,902,11.0
11000,515,5465,11.0
11000,517,1586,11.0
11000,518,931,11.0
11000,519,7668,11.0
11000,521,32,11.0
11000,522,8048,11.0
11000,523,3926,11.0
11000,524,5537,11.0
11000,525,63,11.0
11000,531,11711,11.0
11000,532,730,11.0
11000,533,4,11.0
11000,541,122875,11.0
11000,551,2613,11.0
11000,561,45988,11.0
11000,562,451,11.0
11000,611,47273,11.0
11000,621,20266,11.0
11000,622,29681,11.0
11000,623,7972,11.0
11000,624,14852,11.0
11000,711,6442,11.0
11000,712,6282,11.0
11000,713,2966,11.0
11000,721,15480,11.0
11000,722,55143,11.0
11000,811,680,11.0
11000,812,8145,11.0
11000,813,59525,11.0
11000,814,5133,11.0
11000,921,37200,11.0
11000,922,44345,11.0
11000,923,13797,11.0
11000,924,7268,11.0
11000,925,3620,11.0
11000,926,37360,11.0
11000,927,1047,11.0
11000,928,23766,11.0
11000,999,608,11.0
12000,111,44521,12.0
12000,112,5680,12.0
12000,113,2125,12.0
12000,114,435,12.0
12000,115,15616,12.0
12000,211,87,12.0
12000,212,3393,12.0
12000,213,658,12.0
12000,221,29347,12.0
12000,236,108624,12.0
12000,237,67550,12.0
12000,238,364909,12.0
12000,311,32716,12.0
12000,312,11929,12.0
12000,313,1290,12.0
12000,314,4429,12.0
12000,315,3471,12.0
12000,316,962,12.0
12000,321,14442,12.0
12000,322,8492,12.0
12000,323,16741,12.0
12000,324,3465,12.0
12000,325,21452,12.0
12000,326,12909,12.0
12000,327,22260,12.0
12000,331,4994,12.0
12000,332,40608,12.0
12000,333,29722,12.0
12000,334,41827,12.0
12000,335,9818,12.0
12000,336,44526,12.0
12000,337,13513,12.0
12000,339,32026,12.0
12000,423,187559,12.0
12000,424,133061,12.0
12000,425,25111,12.0
12000,441,148430,12.0
12000,442,39093,12.0
12000,443,40362,12.0
12000,444,90455,12.0
12000,445,227842,12.0
12000,446,80475,12.0
12000,447,43074,12.0
12000,448,109810,12.0
12000,451,36353,12.0
12000,452,213017,12.0
12000,453,57030,12.0
12000,454,45666,12.0
12000,481,43202,12.0
12000,482,71,12.0
12000,483,14031,12.0
12000,484,55581,12.0
12000,485,18715,12.0
12000,486,393,12.0
12000,487,2811,12.0
12000,488,64422,12.0
12000,491,35095,12.0
12000,492,42697,12.0
12000,493,37058,12.0
12000,511,30741,12.0
12000,512,16758,12.0
12000,515,15314,12.0
12000,517,50531,12.0
12000,518,18900,12.0
12000,519,6895,12.0
12000,521,374,12.0
12000,522,165497,12.0
12000,523,47450,12.0
12000,524,168969,12.0
12000,525,1426,12.0
12000,531,144625,12.0
12000,532,43387,12.0
12000,533,1964,12.0
12000,541,573463,12.0
12000,551,107837,12.0
12000,561,661864,12.0
12000,562,24413,12.0
12000,611,607317,12.0
12000,621,506155,12.0
12000,622,376053,12.0
12000,623,193955,12.0
12000,624,134391,12.0
12000,711,40097,12.0
12000,712,10743,12.0
12000,713,189967,12.0
12000,721,189844,12.0
12000,722,805633,12.0
12000,811,86553,12.0
12000,812,101861,12.0
12000,813,75082,12.0
12000,814,15909,12.0
12000,921,229808,12.0
12000,922,116730,12.0
12000,923,37969,12.0
12000,924,9617,12.0
12000,925,3294,12.0
12000,926,23433,12.0
12000,927,1983,12.0
12000,928,29003,12.0
12000,999,8611,12.0
13000,111,9561,13.0
13000,112,4329,13.0
13000,113,4720,13.0
13000,114,227,13.0
13000,115,5350,13.0
13000,212,4644,13.0
13000,213,564,13.0
13000,221,19084,13.0
13000,236,41936,13.0
13000,237,32665,13.0
13000,238,120621,13.0
13000,311,68011,13.0
13000,312,6311,13.0
13000,313,19887,13.0
13000,314,28869,13.0
13000,315,2122,13.0
13000,316,322,13.0
13000,321,20580,13.0
13000,322,19549,13.0
13000,323,13061,13.0
13000,324,1096,13.0
13000,325,22005,13.0
13000,326,24940,13.0
13000,327,16085,13.0
13000,331,7874,13.0
13000,332,31499,13.0
13000,333,21895,13.0
13000,334,10282,13.0
13000,335,13889,13.0
13000,336,54690,13.0
13000,337,11210,13.0
13000,339,12647,13.0
13000,423,112810,13.0
13000,424,64023,13.0
13000,425,38011,13.0
13000,441,66619,13.0
13000,442,17274,13.0
13000,443,17489,13.0
13000,444,40968,13.0
13000,445,92348,13.0
13000,446,31697,13.0
13000,447,29848,13.0
13000,448,40629,13.0
13000,451,15736,13.0
13000,452,108206,13.0
13000,453,21775,13.0
13000,454,13841,13.0
13000,481,41427,13.0
13000,482,8,13.0
13000,483,296,13.0
13000,484,53978,13.0
13000,485,14616,13.0
13000,486,551,13.0
13000,487,434,13.0
13000,488,31495,13.0
13000,491,17257,13.0
13000,492,24506,13.0
13000,493,51870,13.0
13000,511,24122,13.0
13000,512,19429,13.0
13000,515,12921,13.0
13000,517,40419,13.0
13000,518,12664,13.0
13000,519,7255,13.0
13000,521,0,13.0
13000,522,74439,13.0
13000,523,16089,13.0
13000,524,76922,13.0
13000,525,0,13.0
13000,531,48185,13.0
13000,532,19807,13.0
13000,533,919,13.0
13000,541,277334,13.0
13000,551,73372,13.0
13000,561,328344,13.0
13000,562,10447,13.0
13000,611,391324,13.0
13000,621,212128,13.0
13000,622,191235,13.0
13000,623,63111,13.0
13000,624,78660,13.0
13000,711,11869,13.0
13000,712,3808,13.0
13000,713,38934,13.0
13000,721,47198,13.0
13000,722,387041,13.0
13000,811,40389,13.0
13000,812,38827,13.0
13000,813,27254,13.0
13000,814,3528,13.0
13000,921,139316,13.0
13000,922,24643,13.0
13000,923,21499,13.0
13000,924,6894,13.0
13000,925,3902,13.0
13000,926,11205,13.0
13000,928,27338,13.0
13000,999,13993,13.0
15000,111,4273,15.0
15000,112,911,15.0
15000,113,11,15.0
15000,114,105,15.0
15000,115,360,15.0
15000,212,0,15.0
15000,213,0,15.0
15000,221,3793,15.0
15000,236,11182,15.0
15000,237,5506,15.0
15000,238,20122,15.0
15000,311,6552,15.0
15000,312,1107,15.0
15000,313,0,15.0
15000,314,193,15.0
15000,315,389,15.0
15000,316,69,15.0
15000,321,167,15.0
15000,322,92,15.0
15000,323,731,15.0
15000,324,507,15.0
15000,325,434,15.0
15000,326,310,15.0
15000,327,881,15.0
15000,331,0,15.0
15000,332,324,15.0
15000,333,0,15.0
15000,334,187,15.0
15000,335,0,15.0
15000,336,6547,15.0
15000,337,364,15.0
15000,339,878,15.0
15000,423,6530,15.0
15000,424,10341,15.0
15000,425,961,15.0
15000,441,6961,15.0
15000,442,1545,15.0
15000,443,1230,15.0
15000,444,4370,15.0
15000,445,16282,15.0
15000,446,5362,15.0
15000,447,2279,15.0
15000,448,11274,15.0
15000,451,2580,15.0
15000,452,16223,15.0
15000,453,5608,15.0
15000,454,564,15.0
15000,481,9747,15.0
15000,483,1740,15.0
15000,484,3308,15.0
15000,485,2292,15.0
15000,487,4578,15.0
15000,488,5017,15.0
15000,491,2334,15.0
15000,492,2266,15.0
15000,493,223,15.0
15000,511,1170,15.0
15000,512,2702,15.0
15000,515,930,15.0
15000,517,3777,15.0
15000,518,357,15.0
15000,519,789,15.0
15000,522,7208,15.0
15000,523,1106,15.0
15000,524,7269,15.0
15000,525,32,15.0
15000,531,8174,15.0
15000,532,4606,15.0
15000,533,16,15.0
15000,541,26982,15.0
15000,551,8948,15.0
15000,561,47093,15.0
15000,562,2137,15.0
15000,611,58210,15.0
15000,621,30386,15.0
15000,622,22427,15.0
15000,623,8730,15.0
15000,624,17321,15.0
15000,711,1703,15.0
15000,712,3446,15.0
15000,713,9783,15.0
15000,721,43035,15.0
15000,722,68902,15.0
15000,811,4254,15.0
15000,812,8702,15.0
15000,813,14101,15.0
15000,814,391,15.0
15000,921,2280,15.0
15000,922,12849,15.0
15000,923,6989,15.0
15000,924,1419,15.0
15000,925,1472,15.0
15000,926,6456,15.0
15000,927,1,15.0
15000,928,8345,15.0
15000,999,780,15.0
16000,111,8239,16.0
16000,112,10676,16.0
16000,113,1323,16.0
16000,114,73,16.0
16000,115,4110,16.0
16000,211,25,16.0
16000,212,1959,16.0
16000,213,232,16.0
16000,221,3665,16.0
16000,236,11463,16.0
16000,237,5057,16.0
16000,238,30307,16.0
16000,311,18808,16.0
16000,312,1046,16.0
16000,313,38,16.0
16000,314,264,16.0
16000,315,234,16.0
16000,316,57,16.0
16000,321,6778,16.0
16000,322,1832,16.0
16000,323,1225,16.0
16000,324,42,16.0
16000,325,2973,16.0
16000,326,1965,16.0
16000,327,1573,16.0
16000,331,520,16.0
16000,332,5807,16.0
16000,333,3294,16.0
16000,334,12694,16.0
16000,335,1298,16.0
16000,336,3555,16.0
16000,337,1824,16.0
16000,339,1965,16.0
16000,423,15384,16.0
16000,424,12257,16.0
16000,425,1715,16.0
16000,441,13920,16.0
16000,442,2255,16.0
16000,443,2340,16.0
16000,444,8744,16.0
16000,445,14267,16.0
16000,446,3652,16.0
16000,447,6783,16.0
16000,448,4476,16.0
16000,451,4518,16.0
16000,452,17075,16.0
16000,453,5428,16.0
16000,454,3108,16.0
16000,481,1450,16.0
16000,483,0,16.0
16000,484,10040,16.0
16000,485,2451,16.0
16000,486,0,16.0
16000,487,60,16.0
16000,488,2052,16.0
16000,491,2638,16.0
16000,492,2775,16.0
16000,493,2019,16.0
16000,511,2118,16.0
16000,512,948,16.0
16000,515,1159,16.0
16000,517,2830,16.0
16000,518,597,16.0
16000,519,1837,16.0
16000,521,3,16.0
16000,522,12122,16.0
16000,523,2434,16.0
16000,524,9824,16.0
16000,525,89,16.0
16000,531,5951,16.0
16000,532,2055,16.0
16000,533,64,16.0
16000,541,37974,16.0
16000,551,6786,16.0
16000,561,43536,16.0
16000,562,3696,16.0
16000,611,61030,16.0
16000,621,39943,16.0
16000,622,32699,16.0
16000,623,14941,16.0
16000,624,15648,16.0
16000,711,1511,16.0
16000,712,461,16.0
16000,713,10299,16.0
16000,721,10014,16.0
16000,722,56792,16.0
16000,811,8161,16.0
16000,812,5360,16.0
16000,813,5141,16.0
16000,814,905,16.0
16000,921,22973,16.0
16000,922,5084,16.0
16000,923,3376,16.0
16000,924,7118,16.0
16000,925,91,16.0
16000,926,4158,16.0
16000,927,0,16.0
16000,928,1395,16.0
17000,111,9913,17.0
17000,112,5002,17.0
17000,113,93,17.0
17000,114,31,17.0
17000,115,3610,17.0
17000,211,716,17.0
17000,212,5760,17.0
17000,213,1327,17.0
17000,221,24618,17.0
17000,236,47145,17.0
17000,237,29836,17.0
17000,238,150419,17.0
17000,311,84151,17.0
17000,312,7727,17.0
17000,313,1053,17.0
